"ctryName","ctryCode","iso2","year","internetSubPer100","internetUserPer100","internetServerPerMil","area","popDensity","telephonePer100","cellPer100","lifeExp","imr","gdppcPPP","pop","popUrbPct","unempYthMaleILO","unempYthTotILO","unempTotILO","lfpMale","lfpTot","secondaryEnroll","healthExpGDP","milExpGDP","secondExpPerStudent","homicidesPer100k","battleRelDeaths","milPersonnelOfLabor","migrantStockPctPop","refugeeAsylum","refugeeOrigin","icsrLow","icsrHigh","icsrMean","contig","dist","muslim.pop","muslimpct","fh_cl","fh_pr","fh_status","ccodecow","cname","fh_aor","fh_ep","fh_feb","fh_fog","fh_ipolity2","fh_pair","fh_polity2","fh_ppp","fh_rol","pctmusShia","shiapct","sunnipct","govt.reg.relig","govt.fav.relig","soc.reg.relig","pctpop0.14","pctpop15.24","pctpop25.54","pctpop55.64","pctpop65","n.attacks","n.kill","n.attacks.post11","n.kill.post11","religious.frac","ethnic.frac","language.frac","refugeesUnhcr"
"Congo, Rep.","COG","CG",2014,0.0098479371,6.6,1.5354244352,341500,13.0238125915,0.3525246693,104.7695043115,58.77,35.6,5680.2299827443,4447632,64.531,10.1999998093,10.6999998093,6.5,74.0999984741,72,53.6631698608,3.1915060083,1.1125857339,NA,12.5,NA,0.664112049,3.4828046205,51037,11751,0,0,0,0,4749.80859375,"969000",1.4,5,6,3,484,"Congo",6,1,8,3,"2.78577065467834",6,"",3,2,0.5,0.007,1.393,0,0,1.667,41.1,17.7,34.2,4,3,1,2,1,2,0.6642,0.8747,0.6871,53688
"Costa Rica","CRI","CR",2014,9.7376197773,45.96,95.7877683273,51060,95.4204073639,19.8773810252,145.9716479283,79.921,8.4,13430.7432070712,4872166,74.956,14.5,18.2000007629,7.5999999046,84,67.8000030518,108.9186782837,7.397759708,NA,24.8204097748,8.5,NA,0.4174378263,10.4761027778,20569,462,0,0,0,0,12092.0361328125," <1,000",0.1,1,1,1,94,"Costa Rica",11,12,16,11,"10",13,"",15,13,0,0,0.1,1.389,8.1,4.333,23.5,17.5,43.8,8.3,7,0,0,0,0,0.241,0.2368,0.0489,21185
"Cote d'Ivoire","CIV","CI",2014,0.2770267856,2.6,2.7397260274,318000,63.8870628931,1.3395542823,95.446051961,50.7574146341,71.3,3107.4688875175,20316086,52.766,6.0999999046,5.6999998093,4,82,67.9000015259,39.0752296448,1.887293068,1.5034805222,NA,13.6,35,NA,12.6825380832,2980,85729,0,0,0,0,5212.95458984375,"7960000",36.9,5,5,2,437,"Cote d'Ivoire",5,5,8,4,"3.61293053627014",4,"",4,4,0.5,0.1845,36.7155,0.833,4.533,5.333,38.4,21,33,4.3,3.3,35,102,35,102,0.7551,0.8204,0.7842,3587
"Croatia","HRV","HR",2014,21.5372167002,66.7476,219.4431335536,55960,76.0489635454,36.7778131596,114.5095687032,77.1268292683,3.8,20048.9871590995,4255700,58.359,51.4000015259,51.5,17.7000007629,69.5,64,98.4280090332,5.8437154663,1.6535659654,NA,1.2,NA,1.052037374,15.8438591682,684,49760,0,0,0,0,2205.98291015625,"56000",1.3,2,1,1,344,"Croatia",12,12,14,9,"9.40305042266846",13,"",15,11,0.5,0.0065,1.2935,0,7.933,6,14.5,12.1,41.1,14.5,17.8,5,0,5,0,0.4447,0.369,0.0763,894
"Cuba","CUB","CU",2014,0.0475783465,25.7089320853,0.3552713385,106440,105.8401822623,10.9827511629,17.7149274133,79.2392682927,5,18796.1925231461,11265629,76.872,6.4000000954,6.9000000954,3.2000000477,79.8000030518,65.9000015259,92.0979995728,8.1897920536,3.288687881,52.1149482727,4.2,NA,1.4107537555,0.1352536234,384,7428,0,0,0,0,10989.9755859375,"10000",0.1,6,7,3,40,"Cuba",0,0,2,1,"1.13145077228546",6,"",0,2,0.5,5e-04,0.0995,7.778,0,0,16.3,13.6,47.1,10.4,12.6,1,1,1,1,0.5059,0.5908,NA,385
"Cyprus","CYP","CY",2014,19.9134043601,65.4548,607.1118820468,9240,123.5028138528,30.5922188358,96.3594253597,79.8043170732,2.8,27393.93980965,1141166,67.133,38.5999984741,36.9000015259,15.8000001907,79.5,73,95.2998504639,3.4451550458,2.0783218309,41.7431716919,2,NA,2.1124380352,13.9761797977,3883,10,0,0,0,0,328.732757568359,"200000",22.7,1,1,1,352,"Cyprus (1975-)",11,11,15,11,"10",14,"",16,15,0.5,0.1135,22.5865,0.833,6.6,0.667,15.7,15.3,46.9,10.8,11.2,11,0,11,0,0.3962,0.0939,0.3962,6534
"Czech Republic","CZE","CZ",2014,17.0090309494,74.1104,688.0916319576,77230,136.1423281108,18.697095559,127.7307827542,78.2780487805,2.9,28124.4644802821,10514272,73.06,18.6000003815,18.7999992371,6.9000000954,80.4000015259,72.6999969482,96.5520477295,6.0342680688,1.0291317733,25.1524791718,1,NA,0.4524853745,4.3252173631,3184,991,0,0,0,0,2571.67724609375,"4000",0.1,1,1,1,316,"Czech Republic",12,12,16,11,"10",15,"",15,14,0.5,5e-04,0.0995,0,4.7,2.667,14.9,10.6,43.6,13.4,17.5,5,1,5,1,0.6591,0.3222,0.3233,3296
"Denmark","DNK","DK",2014,40.158648295,94.6297,2082.889598864,42430,132.3340089559,37.2756222709,127.117671597,80.3024390244,2.9,42482.7324552521,5614932,87.324,14.1999998093,13,7,80.5,78,124.6592712402,9.0675104408,1.3556029947,30.1277103424,0.8,NA,0.5945580653,8.7192076404,13170,10,100,150,125,0,3070.32543945312,"226000",4.1,1,1,1,390,"Denmark",12,12,16,12,"10",15,"",16,15,2.5,0.1025,3.9975,0.833,8.1,3.333,17,13.1,39.2,12.4,18.4,3,0,3,0,0.2333,0.0819,0.1049,14809
"Djibouti","DJI","DJ",2014,2.0284512425,9.5,10.158013544,23180,37.6588438309,2.3697149377,27.9658667571,61.7869512195,57.4,2902.5462446953,872932,77.186,NA,NA,NA,70.5,54.5999984741,47.7212295532,5.3258126978,NA,NA,10.1,NA,4.3028116133,13.6860998806,20015,762,0,0,0,0,2422.43505859375,"853000",97,5,6,3,522,"Djibouti",3,3,7,3,"2.78577065467834",6,"",3,4,0.5,0.485,96.515,1.667,3.733,9.333,32.9,22,36.9,4.6,3.5,0,0,0,0,0.0435,0.7962,0.6558,23810
"Dominican Republic","DOM","DO",2014,4.6467042063,45.9,27.9228796657,48320,215.3096233444,11.2560159735,88.4335001544,73.4509512195,23.6,11795.4705790204,10403761,77.082,21.8999996185,29.8999996185,14.8999996185,82.6999969482,69.1999969482,75.9074401855,2.8160651424,0.606085796,8.4569301605,22.1,NA,1.294321768,4.3361465746,721,306,0,0,0,0,10298.6669921875,"2000",0.1,2,2,1,42,"Dominican Republic",10,10,15,9,"8.57589054107666",11,"",12,8,0.5,5e-04,0.0995,0,8,0,28,18.5,39.3,7.2,7,1,0,1,0,0.3118,0.4294,0.0395,1545
"Ecuador","ECU","EC",2014,6.3723393967,40.3536842279,34.2864293312,248360,63.3672008375,15.2166067115,111.4620026919,76.4650731707,19.1,10540.6573666533,15737878,63.298,8.1000003815,10.1000003815,4.1999998093,85.5,71.5999984741,103.2841567993,2.867810732,2.9669953575,18.9917297363,12.4,NA,0.7799910341,2.6240857987,123133,707,0,0,0,0,12312.4052734375,"2000",0.1,3,3,2,130,"Ecuador",7,7,13,6,"6.92157030105591",10,"",11,6,0.5,5e-04,0.0995,0.833,0,0,28.5,18.6,38.9,7.1,6.9,7,1,7,1,0.1417,0.655,0.1308,134792
"Egypt, Arab Rep.","EGY","EG",2014,3.2597673273,49.56,5.1446868217,995450,82.4314410568,8.312445865,121.5078930245,71.1329268293,18.6,10733.4887228128,82056378,43.025,25.7999992371,38.9000015259,12.6999998093,79.0999984741,52.7000007629,86.3003692627,2.0586271036,1.6675982433,NA,3.4,NA,3.0116675353,0.3134316879,230086,12834,NA,NA,360,0,614.063049316406,"80024000",94.7,5,5,2,651,"Egypt",5,3,7,3,"3.61293053627014",7,"",9,4,0.5,0.4735,94.2265,8.611,7.933,6,32.1,17.8,38.4,6.7,5,392,335,392,335,0.1979,0.1836,0.0237,253245
"El Salvador","SLV","SV",2014,4.4529776574,23.1093,21.1466165414,20720,306.0064671815,14.9781387894,136.1874402054,72.3389268293,13.5,7515.0826563776,6340454,65.775,12.8000001907,12.1000003815,6.3000001907,82.1999969482,65.5,70.1983413696,4.6322919074,1.096495748,11.3059301376,41.2,NA,1.17133387,0.6484840054,44,9638,0,0,0,0,12228.7314453125,"2000",0.1,3,2,1,92,"El Salvador",8,12,15,9,"7.74873065948486",10,"",14,9,0.5,5e-04,0.0995,0,2,0,28.1,20.8,37.5,6.6,6.9,0,0,0,0,0.3559,0.1978,NA,49
"Equatorial Guinea","GNQ","GQ",2014,0.4647205996,16.4,3.8560411311,28050,26.9880213904,1.964692859,67.4733888673,53.1145609756,69.3,32685.0623108539,757014,39.603,12,12.5,8,94,88.1999969482,NA,2.6983517892,NA,NA,19.3,NA,0.329048228,1.0697145943,NA,200,0,0,0,0,4371.75732421875,"28000",4.1,7,7,3,411,"Equatorial Guinea",0,0,4,0,"0.304290890693665",3,"",1,0,0.5,0.0205,4.0795,0.833,5.733,0,40.8,19.5,31.5,4.2,4,1,1,1,1,0.1195,0.3467,0.322,NA
"Eritrea","ERI","ER",2014,0.0023053354,0.9,NA,101000,62.7043069307,0.977951678,5.6029754616,62.7546341463,36.1,1157.3215429849,6333135,21.765,10.3000001907,10.8000001907,7.1999998093,90.5999984741,86.4000015259,NA,1.3782662613,NA,NA,7.1,NA,6.6085290806,0.2871197262,3166,308022,0,0,0,0,2038.37219238281,"1909000",36.5,7,7,3,531,"Eritrea",0,0,0,1,"0.304290890693665",2,"",0,0,0.5,0.1825,36.3175,9.167,4.267,7.333,40.8,20.2,31.5,3.8,3.7,7,40,7,40,0.4253,0.6524,0.653,3169
"Estonia","EST","EE",2014,26.5375594969,80.0043,926.9406392694,42390,31.0921679641,33.1318445276,159.6607033127,76.4243902439,2.7,25253.7672011471,1317997,67.721,17.3999996185,18.2999992371,8.8000001907,78.9000015259,75.3000030518,107.0622406006,4.4572105027,1.9264840865,27.4906997681,5,NA,0.8359453597,13.7038998104,70,352,0,0,0,0,3007.7734375,"2000",0.1,1,1,1,366,"Estonia",12,12,16,12,"10",14,"",15,14,0.5,5e-04,0.0995,0,2,2.667,15.6,11.2,41.5,13.2,18.6,1,1,1,1,0.4985,0.5062,0.4944,95
"Ethiopia","ETH","ET",2014,0.2529915913,1.9,0.2279651006,1e+06,94.100756,0.8091858476,27.2546853928,63.6173414634,44.4,1335.7322752293,94100756,18.59,4.4000000954,8,5.6999998093,90.1999969482,85.5999984741,NA,3.0859891261,0.8095543671,10.3975200653,12,73,0.305676438,0.6291776015,433936,77118,0,0,0,0,2733.47705078125,"28721000",33.8,6,6,3,530,"Ethiopia (1993-)",0,1,3,4,"1.95861077308655",5,"",2,3,0.5,0.169,33.631,2.222,5.6,6,44.2,19.9,29.2,3.9,2.8,39,308,39,308,0.6249,0.7235,0.8073,434870
"Fiji","FJI","FJ",2014,1.2402036172,37.1,41.7136414882,18270,48.2246852764,7.9704675591,105.6001543586,69.923,20,7501.810430476,881065,52.976,15.6000003815,19.2000007629,8.1000003815,74.3000030518,57.2000007629,88.2506713867,2.7845794198,1.4030879345,5.7548599243,4,NA,1.0152608205,2.1536001599,5,1112,0,0,0,0,15164.94921875,"54000",6.3,4,6,2,950,"Fiji",3,0,11,2,"3.61293053627014",10,"",5,6,0.5,0.0315,6.2685,1.667,0,8.667,28.2,17.1,41.1,7.8,5.8,0,0,0,0,0.5682,0.5479,0.5479,14
"Finland","FIN","FI",2014,30.8256622394,91.5144,1794.1338221815,303890,17.8978314522,13.8620572347,171.5710620249,80.8317073171,2.1,38820.8218247281,5438972,83.952,21.5,19.6000003815,8.1999998093,77.5,75.5,107.6755828857,7.0754692597,1.2198210995,36.1960792542,1.6,NA,0.9199337501,4.207182374,11252,8,50,70,60,0,3077.13452148438,"42000",0.8,1,1,1,375,"Finland",12,12,16,12,"10",16,"",16,16,0.5,0.004,0.796,0,6.267,2.667,15.8,12.1,38.1,14.2,19.8,2,9,2,9,0.2531,0.1315,0.1412,12784
"France","FRA","FR",2014,38.7921970133,81.9198,683.240974225,547561,120.424694235,60.7858484074,98.4954724809,81.9682926829,3.5,37216.8018998205,65939866,79.055,22.7000007629,23.7000007629,10.3999996185,75.3000030518,70.9000015259,109.7092895508,9.04231211,2.1812595715,27.9523391724,1,NA,1.0562852405,10.2807120579,232487,98,NA,NA,1200,0,3280.6923828125,"4704000",7.5,1,1,1,220,"France (1963-)",12,12,15,11,"10",15,"",15,15,2.5,0.1875,7.3125,1.667,6.133,6,18.7,11.9,38.6,12.5,18.3,156,12,156,12,0.4029,0.1032,0.1221,284219
"Gabon","GAB","GA",2014,0.5323886724,9.2,10.520163647,257670,6.4877983467,1.1516344631,214.7500375364,63.441,39.1,18646.3698144321,1671711,86.658,30.6000003815,35.2000007629,19.6000003815,67.1999969482,62.5,NA,2.0734758165,1.3184790277,NA,9.1,NA,1.0714874004,18.2574851146,1594,177,0,0,0,0,4634.50830078125,"145000",9.7,5,6,3,481,"Gabon",4,2,10,3,"2.78577065467834",5,"",4,6,0.5,0.0485,9.6515,1.389,0,0,42.1,20.3,29.7,4.2,3.8,0,0,0,0,0.6674,0.769,0.7821,4030
"Gambia, The","GMB","GM",2014,0.0236848295,14,5.7621791514,10120,182.7356719368,3.4713957016,99.9766936951,58.8313414634,49.4,1608.1279989588,1849285,58.373,10.1999998093,10.6999998093,7,82.8000030518,77.5999984741,57.4879417419,3.5742813313,NA,13.1397399902,10.2,NA,0.1033575707,17.2615194212,9563,3434,0,0,0,0,5777.05322265625,"1669000",95.3,6,6,3,420,"Gambia",4,2,5,0,"1.95861077308655",6,"",5,1,0.5,0.4765,94.8235,0,2.367,5,38.7,21,33,4,3.3,0,0,0,0,0.097,0.7864,0.8076,9563
"Georgia","GEO","GE",2014,10.7892266457,43.1,37.3351218422,69490,78.3249938766,27.6506572953,115.02510427,74.0795121951,11.7,6930.2913801529,4487200,53.309,28.7999992371,31,14.3000001907,78.8000030518,69.3000030518,100.6245269775,2.0305524575,2.7414247025,NA,4.3,NA,1.3508198036,3.7564902982,847,6772,0,0,0,0,933.668640136719,"442000",10.5,3,3,2,372,"Georgia",7,7,12,7,"6.92157030105591",10,"",10,7,20,2.1,8.4,1.667,7.433,7.333,17.6,14,40.9,12.2,15.3,76,31,76,31,0.6543,0.4923,0.4749,1187
"Germany","DEU","DE",2014,34.5613793073,83.9614,1427.781230578,348540,231.3991880415,58.8685920782,120.9211650914,81.043902439,3.2,42883.6868079517,80651873,74.89,8.5,7.8000001907,5.3000001907,82.6999969482,77.4000015259,101.2664031982,8.6775642899,1.307679713,24.1057491302,0.8,NA,0.4324054531,13.1553740156,187567,175,500,600,550,0,3093.48559570312,"4119000",5,1,1,1,255,"Germany",12,12,15,12,"10",15,"",15,15,12.5,0.625,4.375,2.222,7.267,8,13,10.6,41.7,13.6,21.1,24,2,24,2,0.6571,0.1682,0.1642,323148
"Ghana","GHA","GH",2014,0.2655706141,12.3,3.7440435671,227540,113.8463478949,1.0439150609,108.1911481506,61.0986341463,52.3,3864.0307887795,25904598,52.735,7.4000000954,8.6999998093,4.5999999046,72,70.4000015259,67.1334609985,3.2669006753,0.530536738,25.7302093506,6.1,NA,0.1402921752,7.6322860156,18681,21378,0,0,0,0,4891.21240234375,"3906000",16.1,2,1,1,452,"Ghana",11,12,14,10,"9.40305042266846",10,"",15,12,0.5,0.0805,16.0195,0,0,0,38.6,18.7,33.8,4.8,4.1,0,0,0,0,0.7987,0.6733,0.6731,20517
"Greece","GRC","GR",2014,26.1509401069,59.8663,146.5118388823,128900,85.5511947246,47.9198938892,116.820647754,80.6341463415,3.7,24305.0596068933,11027549,77.343,53.5999984741,58.4000015259,27.2999992371,77.5,68.0999984741,108.5460662842,6.8276248375,2.4512157555,NA,1.7,NA,2.9747294784,10.1564412244,3485,92,0,0,0,0,1240.67712402344,"527000",4.7,2,2,1,350,"Greece",11,12,14,8,"8.57589054107666",13,"",15,10,12.5,0.5875,4.1125,2.5,7.933,8,14.1,9.8,43.2,12.7,20.2,341,7,341,7,0.153,0.1576,0.03,53315
"Guatemala","GTM","GT",2014,2.3090982191,19.7,17.7175283733,107160,144.3467991788,12.0443984346,140.3935350473,71.9928292683,25.8,7062.5306748217,15468203,50.661,3,4.8000001907,2.7999999523,90.0999984741,69.6999969482,65.283782959,2.4362181693,0.4821728684,5.1152300835,39.9,NA,0.6780701067,0.4145778679,160,6615,0,0,0,0,12258.068359375,"1000",0.1,4,3,2,90,"Guatemala",7,9,12,5,"6.09441089630127",8,"",10,6,0.5,5e-04,0.0995,0,0.667,0,36.2,22.1,32.4,5.2,4.2,11,11,11,11,0.3753,0.5122,0.4586,175
"Guinea","GIN","GN",2014,0.0068112995,1.6,0.3321155762,245720,47.7990761843,0,63.3150390343,56.0916585366,64.9,1212.888132833,11745189,36.209,2,1.5,1.7999999523,79.5,73.3000030518,38.1347618103,1.6827288779,NA,9.8918800354,8.9,NA,0.2521373767,3.6277657488,8560,14594,0,0,0,0,5935.603515625,"8693000",84.2,5,5,2,438,"Guinea",6,5,9,2,"3.61293053627014",5,"",8,4,0.5,0.421,83.779,0,3.4,0.667,42,19.5,30.4,4.4,3.6,2,0,2,0,0.2649,0.7389,0.7725,8875
"Guinea-Bissau","GNB","GW",2014,0,3.1,1.1454753723,28120,60.6065078236,0.2933833259,74.0910251107,54.2717073171,77.9,1361.891819996,1704255,47.747,10.8999996185,11.3000001907,7.0999999046,79.5999984741,74.5999984741,NA,1.1149132026,1.7292343771,NA,8.4,NA,0.8819608245,1.2128897584,8535,1236,0,0,0,0,5782.4609375,"705000",42.8,5,6,3,404,"Guinea-Bissau",5,2,10,0,"2.78577065467834",5,"",5,3,0.5,0.214,42.586,0,0,0,39.8,20.2,32.1,4.7,3.3,3,13,3,13,0.6128,0.8082,0.8141,8644
"Guyana","GUY","GY",2014,4.6147323768,33,9.9502487562,196850,4.0620421641,19.6101113914,69.4129535163,66.207902439,29.9,6335.950199848,799613,28.382,20.1000003815,23.8999996185,11.1000003815,82.5,63.7999992371,100.9764633179,4.3,1.1049777734,9.8297901154,17,NA,0.3505249908,1.4754632209,11,800,0,0,0,0,10014.9970703125,"55000",7.2,3,2,1,110,"Guyana",9,11,15,7,"7.74873065948486",9,"",13,7,0.5,0.036,7.164,0,0,0,29,21,37.2,7.5,5.3,5,29,5,29,0.7876,0.6195,0.0688,11
"Haiti","HTI","HT",2014,NA,10.6,1.7206767995,27560,374.3636066763,0.3973845891,69.3988569475,63.0588536585,54.7,1648.3991533882,10317461,56.168,14.6999998093,17.3999996185,7,71.8000030518,67.1999969482,NA,0.7,NA,NA,10.2,NA,0.0027175532,0.3533203993,NA,38660,0,0,0,0,10509.861328125,"2000",0.1,5,4,2,41,"Haiti",5,5,10,5,"4.44009065628052",5,"",9,4,0.5,5e-04,0.0995,0,0,1,34,21.6,35.3,5,4.1,3,3,3,3,0.4704,0.095,NA,13
"Honduras","HND","HN",2014,0.8519839243,17.8,11.0156155429,111890,72.3718652248,7.6453303708,95.919168533,73.8030487805,18.9,4445.2710541232,8097688,53.537,5.6999998093,7.6999998093,4.1999998093,84.5999984741,64.5,70.9721221924,4.2828659251,1.2395721424,NA,90.4,NA,0.6091976045,0.3194245949,16,3301,0,0,0,0,12045.0400390625,"11000",0.1,4,4,2,91,"Honduras",6,6,11,4,"5.26725053787231",9,"",8,7,0.5,5e-04,0.0995,0,0,0,34.8,21.2,35.3,4.7,4,11,9,11,9,0.2357,0.1867,0.0553,38
"Hong Kong SAR, China","HKG","HK",2014,30.8210375694,74.2,791.1829740188,1050,6845.2380952381,63.1112229651,237.3518775275,83.8317073171,NA,51508.8633933289,7187500,100,10.6000003815,9.1000003815,3.2999999523,78.6999969482,68.8000030518,99.3034362793,NA,NA,18.9573497772,0.4,NA,NA,39.0336266052,126,25,0,0,0,0,6851.46728515625,"91000",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.3,0,2.333,0,12.1,11.5,46.9,14.8,14.7,1,0,1,0,0.4191,0.062,0.2128,1997
"Hungary","HUN","HU",2014,24.8884749794,72.6439,300.506585613,90530,109.2886225561,29.9149738808,116.42787235,75.2682926829,5.2,22706.6118964343,9893899,70.306,26.1000003815,27,10.1999998093,70.4000015259,64.3000030518,101.6188201904,5.1159919586,0.9079864917,20.9482707977,1.3,NA,0.8786840827,3.6807515343,2440,1220,0,0,0,0,2126.6328125,"25000",0.3,2,1,1,310,"Hungary",12,12,15,9,"9.40305042266846",14,"",15,11,0.5,0.0015,0.2985,0,2.833,2,14.8,11.7,41.6,14,17.8,3,2,3,2,0.5244,0.1522,0.0297,4326
"India","IND","IN",2014,1.1609501885,15.1,5.6596091848,2973190,421.1434842711,2.3186691079,70.7831816701,66.4562439024,41.4,5243.9570597126,1252139596,31.994,10.3000001907,10.5,3.5999999046,82.5,56.4000015259,68.5097808838,1.2782920355,2.4477622675,15.528960228,3.5,395,0.5713829104,0.4508875967,188395,11042,0,0,0,0,3158.91723632812,"177286000",14.6,3,2,1,750,"India",11,11,13,9,"7.74873065948486",10,"",14,8,12.5,1.825,12.775,4.722,6.2,10,28.5,18.1,40.6,7,5.8,4115,4929,4115,4929,0.326,0.4182,0.8069,192070
"Indonesia","IDN","ID",2014,1.3014194817,15.82,6.2734363875,1811570,137.9276710257,12.295669027,125.358142593,70.8174390244,24.5,9254.4221797039,249865631,52.252,21.2000007629,21.6000003815,6.3000001907,86.3000030518,70,82.5389328003,1.1962793232,0.9022924942,10.6923599243,0.6,NA,0.5623936331,0.0510677227,3206,14786,0,0,0,0,7891.08544921875,"204847000",88.1,3,2,1,850,"Indonesia",9,11,12,6,"7.74873065948486",9,"",13,5,0.5,0.4405,87.6595,6.389,7.933,10,26.2,17.1,42.3,7.9,6.5,139,77,139,77,0.234,0.7351,0.768,10316
"Iran, Islamic Rep.","IRN","IR",2014,5.618284196,31.4,2.1282018606,1628550,47.5559043321,38.333949151,84.2461005159,74.0687560976,14.4,15090.0472200748,77447168,72.32,26.3999996185,29.7000007629,13.1999998093,76.6999969482,47.2000007629,86.2766876221,2.7284206157,2.1140322731,15.8587903976,4.1,190,2.1155829784,2.8587414031,857354,75043,0,0,0,1,692.38525390625,"74819000",99.7,6,6,3,630,"Iran",1,2,2,2,"1.95861077308655",4,"",2,3,92.5,92.2225,7.47750000000001,10,8.333,10,23.7,18.7,46.1,6.3,5.2,90,380,90,380,0.1152,0.6684,0.7462,857401
"Ireland","IRL","IE",2014,24.2383632512,78.2477,768.6519028166,68890,66.7376687473,43.9679476,102.7556350281,81.043902439,3.2,44647.2359111421,4597558,62.667,29.7000007629,26.7000007629,13.1000003815,76.9000015259,69.6999969482,119.1193313599,6.037592871,0.5154720592,28.9435195923,1.2,NA,0.4288184332,19.7061284101,6001,9,NA,NA,30,0,4001.89770507812,"43000",0.9,1,1,1,205,"Ireland",12,12,16,11,"10",15,"",16,15,0.5,0.0045,0.8955,0,1.833,1.667,21.4,11.9,44.1,10.1,12.4,70,2,70,2,0.155,0.1206,0.0312,11508
"Israel","ISR","IL",2014,25.901496209,70.8,255.8168013715,21640,372.4353049908,37.5009181259,122.8478352401,82.056097561,3.2,30926.8490945208,8059500,92.012,10.6000003815,10.6999998093,6.3000001907,75.8000030518,71.3000030518,101.3570022583,4.2799443508,5.6451766644,15.4760198593,1.8,64,4.9967879726,38.5709376148,48325,1043,NA,NA,60,1,214.219329833984,"1287000",17.7,2,1,1,666,"Israel",11,12,12,10,"9.40305042266846",11,"",14,11,0.5,0.0885,17.6115,3.889,7.533,10,27.1,15.7,37.8,8.8,10.7,465,140,465,140,0.3469,0.3436,0.5525,52961
"Italy","ITA","IT",2014,22.2955750799,58.4593,253.5246309504,294140,204.7798599306,34.5924531545,158.8172931236,82.2902439024,3,33923.5598171182,60233948,68.686,38.7000007629,39.7000007629,12.1999998093,74.0999984741,63.9000015259,99.1850585938,7.0937379289,1.5189906258,23.3921394348,0.9,NA,1.41436767,7.5297022473,78061,66,NA,NA,80,0,2285.74731445312,"1583000",2.6,1,2,1,325,"Italy",12,11,15,9,"9.40305042266846",14,"",15,12,2.5,0.065,2.535,0,5.633,3.333,13.8,9.8,43,12.4,21,40,0,40,0,0.3027,0.1145,0.1147,89917
"Jamaica","JAM","JM",2014,5.0582494698,37.8,56.7765567766,10830,250.6679593721,8.9924594668,102.2381647538,73.4689268293,14.3,8607.4985627662,2714734,54.336,28.2999992371,35.5,15,74.3000030518,67.8000030518,77.7978668213,3.3790631171,0.8453909143,29.409330368,39.3,NA,0.2261127464,1.113487913,21,1503,0,0,0,0,10920.18359375,"1000",0.1,3,2,1,51,"Jamaica",9,12,15,8,"7.74873065948486",10,"",13,6,0.5,5e-04,0.0995,0,0,0,28.4,21.7,36.4,5.6,7.8,1,0,1,0,0.616,0.4129,0.1098,22
"Japan","JPN","JP",2014,28.9046130895,86.25,913.3922801709,364560,349.2940009875,47.9921522107,117.6315866904,83.3319512195,2.1,35614.3100226829,127338621,92.491,7.5999999046,6.8000001907,4,84.5999984741,74.9000015259,101.8094100952,8.4524899665,0.988069848,25.7535896301,0.3,NA,0.3963647464,1.6992418209,2584,157,0,0,0,0,8356.1025390625,"185000",0.1,2,1,1,740,"Japan",10,12,13,10,"9.40305042266846",13,"",15,15,0.5,5e-04,0.0995,0,0,6,13.2,9.7,38.1,13.2,25.8,4,0,4,0,0.5406,0.0119,0.0178,9326
"Jordan","JOR","JO",2014,2.8256486054,44.2,29.9776286353,88780,72.7641360667,5.2023846136,141.7962745465,73.9014146341,16,11404.7388595369,6460000,83.211,28,33.7000007629,12.6000003815,69.5999984741,43.5999984741,87.8294677734,4.76604779,3.5595053067,15.0625,2,NA,6.5157200914,49.1727257691,2712888,1632,NA,NA,1500,1,176.207427978516,"6397000",98.8,5,6,3,663,"Jordan",3,2,7,3,"2.78577065467834",8,"",5,6,0.5,0.494,98.306,9.444,9.333,3.333,35.8,20.4,35.7,4.2,3.9,7,3,7,3,0.0659,0.5926,0.0396,646312
"Kazakhstan","KAZ","KZ",2014,11.3373270272,54,14.4986371281,2699700,6.3100622291,26.7143762394,184.6947547977,70.45,14.6,22469.6790194365,17035275,53.361,3.9000000954,4.5,5.1999998093,82.4000015259,78.5999984741,97.7112731934,2.2619934564,1.2076488977,NA,7.8,NA,0.7689829159,18.8676023481,584,2136,NA,NA,250,0,3023.92626953125," 8,887,000* ",56.4,5,6,3,705,"Kazakhstan",3,2,5,1,"2.78577065467834",8,"",3,4,0.5,0.282,56.118,7.778,1.2,2.333,25.1,16.1,42.6,9.2,7,14,16,14,16,0.5898,0.6171,0.6621,661
"Kenya","KEN","KE",2014,0.1285868182,39,7.6845387081,569140,77.9310731982,0.4607373037,71.7640455222,61.6839756098,47.5,2705.3232181398,44353691,24.78,16.7999992371,17.1000003815,9.1999998093,72.9000015259,67.8000030518,66.9884414673,1.8684194072,1.5578245191,NA,6.4,32,0.1687360804,1.9989320738,534938,8589,0,0,0,0,3871.73583984375,"2868000",7,4,4,2,501,"Kenya",8,6,13,5,"5.26725053787231",7,"",10,6,2.5,0.175,6.825,0,4.933,3,42.1,18.7,32.8,3.7,2.8,236,495,236,495,0.7765,0.8588,0.886,587223
