CaseID$,YEAR,COWCODE,ARDACODE,COUNTRY
1849,"2,010",816,239,Vietnam
1850,1955,817,239,Republic of Vietnam
1851,1960,817,239,Republic of Vietnam
1852,1965,817,239,Republic of Vietnam
1853,1970,817,239,Republic of Vietnam
1854,1960,820,139,Malaysia
1855,1965,820,139,Malaysia
1856,1970,820,139,Malaysia
1857,1975,820,139,Malaysia
1858,1980,820,139,Malaysia
1859,1985,820,139,Malaysia
1860,1990,820,139,Malaysia
1861,1995,820,139,Malaysia
1862,2000,820,139,Malaysia
1863,2005,820,139,Malaysia
1864,2010,820,139,Malaysia
1865,1965,830,201,Singapore
1866,1970,830,201,Singapore
1867,1975,830,201,Singapore
1868,1980,830,201,Singapore
1869,1985,830,201,Singapore
1870,1990,830,201,Singapore
1871,1995,830,201,Singapore
1872,2000,830,201,Singapore
1873,2005,830,201,Singapore
1874,2010,830,201,Singapore
1875,1985,835,34,Brunei
1876,1990,835,34,Brunei
1877,1995,835,34,Brunei
1878,2000,835,34,Brunei
1879,2005,835,34,Brunei
1880,2010,835,34,Brunei
1881,1950,840,178,Philippines
1882,1955,840,178,Philippines
1883,1960,840,178,Philippines
1884,1965,840,178,Philippines
1885,1970,840,178,Philippines
1886,1975,840,178,Philippines
1887,1980,840,178,Philippines
1888,1985,840,178,Philippines
1889,1990,840,178,Philippines
1890,1995,840,178,Philippines
1891,2000,840,178,Philippines
1892,2005,840,178,Philippines
1893,2010,840,178,Philippines
1894,1950,850,109,Indonesia
1895,1955,850,109,Indonesia
1896,1960,850,109,Indonesia
1897,1965,850,109,Indonesia
1898,1970,850,109,Indonesia
1899,1975,850,109,Indonesia
1900,1990,850,109,Indonesia
1901,1995,850,109,Indonesia
1902,2000,850,109,Indonesia
1903,2005,850,109,Indonesia
1904,2010,850,109,Indonesia
1905,2005,860,71,East Timor
1906,2010,860,71,East Timor
1907,1945,900,14,Australia
1908,1950,900,14,Australia
1909,1955,900,14,Australia
1910,1960,900,14,Australia
1911,1965,900,14,Australia
1912,1970,900,14,Australia
1913,1975,900,14,Australia
1914,1980,900,14,Australia
1915,1985,900,14,Australia
1916,1990,900,14,Australia
1917,1995,900,14,Australia
1918,2000,900,14,Australia
1919,2005,900,14,Australia
1920,2010,900,14,Australia
1921,1975,910,175,Papua New Guinea
1922,1980,910,175,Papua New Guinea
1923,1985,910,175,Papua New Guinea
1924,1990,910,175,Papua New Guinea
1925,1995,910,175,Papua New Guinea
1926,2000,910,175,Papua New Guinea
1927,2005,910,175,Papua New Guinea
1928,2010,910,175,Papua New Guinea
1929,1945,920,163,New Zealand
1930,1950,920,163,New Zealand
1931,1955,920,163,New Zealand
1932,1960,920,163,New Zealand
1933,1965,920,163,New Zealand
1934,1970,920,163,New Zealand
1935,1975,920,163,New Zealand
1936,1980,920,163,New Zealand
1937,1985,920,163,New Zealand
1938,1990,920,163,New Zealand
1939,1995,920,163,New Zealand
1940,2000,920,163,New Zealand
1941,2005,920,163,New Zealand
1942,2010,920,163,New Zealand
1943,1985,935,237,Vanuatu
1944,1990,935,237,Vanuatu
1945,1995,935,237,Vanuatu
1946,2000,935,237,Vanuatu
1947,2005,935,237,Vanuatu
1948,2010,935,237,Vanuatu
1949,1980,940,204,Solomon Islands
1950,1985,940,204,Solomon Islands
1951,1990,940,204,Solomon Islands
1952,1995,940,204,Solomon Islands
1953,2000,940,204,Solomon Islands
1954,2005,940,204,Solomon Islands
1955,2010,940,204,Solomon Islands
1956,2000,946,122,Kiribati
1957,2005,946,122,Kiribati
1958,2010,946,122,Kiribati
1959,2000,947,229,Tuvalu
1960,2005,947,229,Tuvalu
1961,2010,947,229,Tuvalu
1962,1970,950,81,Fiji
1963,1975,950,81,Fiji
1964,1980,950,81,Fiji
1965,1985,950,81,Fiji
1966,1990,950,81,Fiji
1967,1995,950,81,Fiji
1968,2000,950,81,Fiji
1969,2005,950,81,Fiji
1970,2010,950,81,Fiji
1971,2000,955,223,Tonga
1972,2005,955,223,Tonga
1973,2010,955,223,Tonga
1974,2000,970,158,Nauru
1975,2005,970,158,Nauru
1976,2010,970,158,Nauru
1977,1995,983,144,Marshall Islands
1978,2000,983,144,Marshall Islands
1979,2005,983,144,Marshall Islands
1980,2010,983,144,Marshall Islands
1981,1995,986,173,Palau
1982,2000,986,173,Palau
1983,2005,986,173,Palau
1984,2010,986,173,Palau
1985,1995,987,150,Federated States of Micronesia
1986,2000,987,150,Federated States of Micronesia
1987,2005,987,150,Federated States of Micronesia
1988,2010,987,150,Federated States of Micronesia
1989,1980,990,193,Samoa
1990,1985,990,193,Samoa
1991,1990,990,193,Samoa
1992,1995,990,193,Samoa
1993,2000,990,193,Samoa
1994,2005,990,193,Samoa
1995,2010,990,193,Samoa
