Time,Time Code,Country Name,Country Code,Fixed (wired) broadband subscriptions (per 100 people) [IT.NET.BBND.P2],Internet users (per 100 people) [IT.NET.USER.P2],Secure Internet servers (per 1 million people) [IT.NET.SECR.P6],Land area (sq. km) [AG.LND.TOTL.K2],Population density (people per sq. km of land area) [EN.POP.DNST],Fixed telephone subscriptions (per 100 people) [IT.MLT.MAIN.P2],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","GDP per capita, PPP (constant 2011 international $) [NY.GDP.PCAP.PP.KD]","Population, total [SP.POP.TOTL]",Urban population (% of total) [SP.URB.TOTL.IN.ZS],"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.MA.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.MA.ZS]","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","Health expenditure, public (% of GDP) [SH.XPD.PUBL.ZS]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],"Government expenditure per student, secondary (% of GDP per capita) [SE.XPD.SECO.PC.ZS]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]",Battle-related deaths (number of people) [VC.BTL.DETH],Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS],International migrant stock (% of population) [SM.POP.TOTL.ZS],Refugee population by country or territory of asylum [SM.POP.REFG],Refugee population by country or territory of origin [SM.POP.REFG.OR]
2010,YR2010,Guam,GUM,1.8815855494,54.04,244.606121425,540,295.2592592593,41.0812844957,NA,78.1008536585,NA,NA,159440,94.099,NA,NA,NA,73.9000015259,66.8000030518,NA,NA,NA,NA,1.9,NA,NA,49.4775464124,NA,NA
2010,YR2010,Guatemala,GTM,1.8059382037,10.5,9.9710101596,107160,133.833296006,10.4493676288,125.9831555472,70.9959756098,28.4,6849.2856131965,14341576,49.323,4.5999999046,5.6999998093,3.7000000477,90,69.3000030518,64.5912475586,3.0763143311,0.4106961119,5.50289011,41.6,NA,0.6052408208,0.4145778679,138,5679
2010,YR2010,Guinea,GIN,0.0045972645,1,0.367781157,245720,44.2618956536,0.1655015206,36.7781156971,55.298,71.4,1185.4481079319,10876033,34.856,2.5999999046,1.7999999523,1.6000000238,79.4000015259,73.0999984741,NA,2.0117688899,NA,NA,NA,NA,0.4323693662,3.6277657488,14113,11985
2010,YR2010,Guinea-Bissau,GNB,NA,2.45,0.6302690493,28120,56.4233285917,0.3151345246,42.6922194546,53.5584390244,84.5,1367.8752449495,1586624,45.221,10.3000001907,10.8000001907,6.8000001907,79.5,74.4000015259,NA,2.2537916273,2.0212368044,NA,NA,NA,0.9584119272,1.2128897584,7679,1127
2010,YR2010,Guyana,GUY,1.423817556,29.9,6.3603035646,196850,3.9935280671,19.0627202255,71.2859007335,65.7024878049,32.3,5542.0621224897,786126,28.239,20,23.3999996185,11.3999996185,83.3000030518,63.5999984741,99.3938522339,4.4094659673,1.2741483942,11.9287996292,17.8,NA,0.8654780768,1.4754632209,7,749
2010,YR2010,Haiti,HTI,NA,8.37,1.0104684532,27560,359.0856313498,0.5052342266,40.418738127,61.8667560976,72.7,1517.6985404383,9896400,52.016,16.3999996185,18.7000007629,8,71.3000030518,66.5,NA,2.5559560228,NA,NA,6.8,NA,0,0.3533203993,NA,25892
2010,YR2010,Honduras,HND,0.0131212863,11.09,8.2664103992,111890,68.113361337,8.8358611054,124.7187583484,72.8503170732,21,4270.0632575784,7621204,51.696,6.5999999046,8.3000001907,4.8000001907,84.5,64,73.2399597168,4.215610716,1.0745574467,NA,81.8,NA,0.6675213165,0.3194245949,14,1302
2010,YR2010,"Hong Kong SAR, China",HKG,29.9468729334,72,456.2797186868,1050,6689.7142857143,61.8719106026,195.6692191831,82.9780487805,NA,48120.9054402196,7024200,100,14,12.1000003815,4.3000001907,78.5999984741,68.6999969482,87.1795501709,NA,NA,17.5043296814,0.5,NA,NA,39.0336266052,154,17
2010,YR2010,Hungary,HUN,20.5481119478,65,166.1996177409,90530,110.4608748481,29.7288377917,119.942717821,74.2073170732,5.7,22061.532580146,10000023,68.859,27.7999992371,26.6000003815,11.1999998093,68.3000030518,62.4000015259,99.9496307373,5.2214666546,1.0428252325,21.8101501465,1.3,NA,0.8023930508,3.6807515343,5414,1438
2010,YR2010,Iceland,ISL,33.6468139428,93.39,2524.8317040885,100250,3.172478803,60.8768653197,107.2427541017,81.8975609756,1.9,38851.6280207279,318041,93.624,18.2000007629,16.1000003815,7.5999999046,86.6999969482,84.0999984741,109.4543075562,7.4734708987,0.1499642516,21.1362304688,0.6,NA,0.0693803269,11.7038369267,83,4
2010,YR2010,India,IND,0.9115606601,7.5,2.1573878772,2973190,405.4986892866,2.9105244371,62.390064872,65.6942439024,46.4,4546.5909995123,1205624648,30.93,9.8000001907,10.1999998093,3.5,83.4000015259,57.7000007629,65.0720596313,1.1546888211,2.7080793827,13.568980217,3.5,980,0.5629586765,0.4508875967,184821,17769
2010,YR2010,Indonesia,IDN,0.94746107,10.92,1.9943784703,1811570,132.8551946654,17.0066730865,87.7901449325,70.1678536585,27.4,8026.713332273,240676485,49.924,23.2000007629,25,7.0999999046,86.5,69.9000015259,78.4263076782,1.0998667272,0.6575612509,8.7739601135,0.4,NA,0.5082792533,0.0510677227,811,16892
2010,YR2010,"Iran, Islamic Rep.",IRN,1.2922644333,14.7,0.7386286706,1628550,45.7230751282,34.6687600925,72.5894228858,73.1301463415,16.4,15704.8668885617,74462314,70.626,25.2000007629,28.3999996185,13.5,74.8000030518,46.0999984741,81.1286010742,2.8444616967,2.2428808277,20.9661998749,NA,74,2.2445790625,2.8587414031,1073366,68791
2010,YR2010,Iraq,IRQ,0.0002486889,2.5,0.1291890352,434320,71.2893258427,5.557037282,75.1376606062,68.8297560976,30.1,12329.7494991121,30962380,69.034,28.5,32.5999984741,15.1999998093,72.0999984741,43.9000015259,NA,2.7098233091,2.5853893398,NA,NA,1144,10.498952787,0.2692945439,34655,1683579
2010,YR2010,Ireland,IRL,21.0720122232,69.85,980.668420262,68890,66.1947307301,46.5125825926,105.2358098748,80.743902439,3.5,43860.4130839161,4560155,61.84,34.2999992371,28,13.8999996185,77.3000030518,69.6999969482,121.1561737061,6.4125310648,0.5832832917,29.3572807312,1.2,NA,0.4788660306,19.7061284101,9107,8
2010,YR2010,Isle of Man,IMY,NA,NA,821.5068101724,570,147.3543859649,NA,NA,NA,NA,NA,83992,51.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3228402705,NA,NA
2010,YR2010,Israel,ISR,23.7454530557,67.5,396.6629938612,21640,352.292051756,45.9276413245,122.783667872,81.6024390244,3.6,29508.8057261592,7623600,91.824,14.3999996185,13.6000003815,6.5999999046,68.5999984741,64.9000015259,101.9480285645,4.4667997507,6.3428195438,15.4364099503,2,27,5.8062472137,38.5709376148,25471,1301
2010,YR2010,Italy,ITA,21.5859504353,53.68,157.5642204518,294140,201.5279016795,37.2446664031,154.7970088009,82.0365853659,3.4,35753.2304395606,59277417,68.327,26.7999992371,27.7999992371,8.3999996185,73.3000030518,62.0999984741,100.2751998901,7.4238719658,1.6943452488,24.755449295,0.9,NA,1.4632503989,7.5297022473,56397,50
2010,YR2010,Jamaica,JAM,4.2562698683,27.67,39.3931375668,10830,248.4602031394,9.5953470473,116.0682987505,72.8471219512,15.7,8370.4469652512,2690824,53.743,24.7999992371,30,12.3999996185,74.6999969482,67.6999969482,91.0426330566,2.9765754396,0.8734672933,23.9816608429,52.6,NA,0.2337741725,1.113487913,21,1057
2010,YR2010,Japan,JPN,26.769252161,78.21,646.7010228781,364550,351.309834042,51.5251576696,96.8075244938,82.8426829268,2.4,34403.8371041987,128070000,90.522,10.3000001907,9.1000003815,5,84.8000030518,74,101.6161270142,7.8724637985,0.978887377,24.3204803467,0.4,NA,0.390123488,1.6992418209,2586,152
2010,YR2010,Jordan,JOR,3.0332692236,27.2,19.8478332782,88780,68.1009236314,7.5222703226,102.5632444937,73.4358780488,17.5,11256.0946460354,6046000,82.473,25.1000003815,30.1000003815,12.5,70.9000015259,44.2999992371,89.9105987549,5.9212956136,5.1753490885,21.9738998413,1.7,NA,6.6559769468,49.1727257691,2450381,2254
2010,YR2010,Kazakhstan,KAZ,5.4619249002,31.6,5.2078288249,2699700,6.0457017446,25.4856330208,121.8670009981,68.2953658537,19.3,19601.0873501471,16321581,53.732,5.5,6,5.8000001907,81.1999969482,77.5,96.1284713745,2.5272181264,1.0130403969,NA,8.7,NA,0.9186722823,18.8676023481,4406,3632
2010,YR2010,Kenya,KEN,0.0101566411,14,2.5666601987,569140,71.8789647538,0.9307149879,61.0349130809,59.5470731707,52,2502.3743896956,40909194,23.571,16.7999992371,16.8999996185,9.3000001907,72.0999984741,67,NA,1.7493446377,1.5551211847,NA,5.5,NA,0.1863710535,1.9989320738,402905,8602
2010,YR2010,Kiribati,KIR,0.8655351278,9.07,10.2309116765,810,120.6703703704,8.5908965348,10.8396509213,67.8838292683,48,1729.3667354894,97743,43.773,NA,NA,NA,NA,NA,NA,8.7256097561,NA,NA,NA,NA,NA,2.0236743296,NA,33
2010,YR2010,"Korea, Dem. Rep.",PRK,NA,0,NA,120410,203.4757910473,4.8162243087,1.7628972773,68.8979268293,24.8,NA,24500520,60.21,10.6999998093,9.5,4.5,86.9000015259,82.6999969482,NA,NA,NA,NA,NA,NA,9.3070386657,0.15151107,NA,917
2010,YR2010,"Korea, Rep.",KOR,35.4843655513,83.7,1128.0831232863,97230,508.1802530083,58.9078582706,104.7742462835,80.5512195122,3.5,30440.4012736721,49410366,81.936,10.8999996185,9.6999998093,3.7000000477,75.4000015259,65.0999984741,97.1094284058,4.1546750894,2.5192285199,NA,NA,NA,2.6427324997,1.0823983777,358,585
2010,YR2010,Kosovo,KSV,NA,NA,NA,10887,163.1009460825,NA,NA,69.9,NA,8067.4252879543,1775680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA
2010,YR2010,Kuwait,KWT,1.5376490015,61.4,127.0231783873,17820,167.8776655443,17.3626645452,133.0114855695,74.1619268293,9.2,74967.7907840655,2991580,98.263,12.1000003815,10.6000003815,1.7999999523,84.0999984741,69.1999969482,NA,2.2467790929,3.7577959907,NA,NA,NA,1.4941733849,70.1143542877,184,988
2010,YR2010,Kyrgyz Republic,KGZ,0.3923907943,18.4,1.1013418014,191800,28.4040667362,9.1681956304,98.8986962112,69.3,26.7,2790.1706639431,5447900,35.303,14.3999996185,16.6000003815,8.6000003815,81.4000015259,69.9000015259,83.9843292236,3.7101407185,3.8461743537,NA,20.1,NA,0.8061580995,4.0883826796,2458,2744
2010,YR2010,Lao PDR,LAO,0.0883560598,7,0.7817736662,230800,27.7110615251,1.6120485707,62.5949757283,66.8984390244,59,3900.7480290618,6395713,33.123,4.0999999046,3.2000000477,1.3999999762,80.6999969482,80.4000015259,44.839389801,0.9598596291,0.2259320361,NA,NA,NA,4.119211447,0.2957606134,NA,8414
2010,YR2010,Latvia,LVA,20.8022983766,68.42,184.9772711562,62240,33.7010764781,25.4530095158,110.3123195723,73.4829268293,8.2,18199.081462336,2097555,67.692,35.7000007629,34.9000015259,18.7000007629,75.5999984741,73,98.5140228271,3.9402562019,1.0835482436,27.4835395813,3.3,NA,0.4329888562,15.9720245715,68,713
2010,YR2010,Lebanon,LBN,6.9798106099,43.68,27.8731710823,10230,424.3491691105,19.3038986504,65.9664434663,79.2527804878,8.9,16262.9723378715,4341092,87.183,17.8999996185,20.8999996185,6.1999998093,75.1999969482,50.7000007629,74.3497314453,2.7085514834,4.1710296684,NA,2.2,NA,5.1140808555,17.4648913223,463436,15869
2010,YR2010,Lesotho,LSO,0.0199111862,3.86,0.4977796539,30360,66.1699934124,1.9220267995,49.1531523639,47.4834146341,76.9,2228.5287086439,2008921,24.753,28.1000003815,33.5,24.7000007629,74.1999969482,67,50.4048118591,8.1230382925,3.245718238,NA,38,NA,0.2433643663,0.314994965,NA,11
2010,YR2010,Liberia,LBR,0.004699355,2.3,0.7579604799,96320,41.0920888704,0.1466906182,39.6996455271,59.4343170732,60.4,688.5279440727,3957990,47.801,3.4000000954,5,3.7000000477,64.5,61.9000015259,NA,2.7409258884,0.6543677499,NA,3.3,NA,0.1486573834,2.4333057941,24743,70129
2010,YR2010,Libya,LBY,1.2051758994,14,1.4899152602,1759540,3.433063187,20.3340323795,180.4452926293,74.7924878049,14.3,30261.1429067116,6040612,77.642,36.5999984741,44.0999984741,18.7999992371,79.0999984741,55.9000015259,NA,2.1367896467,NA,NA,NA,NA,NA,11.2982260738,7923,2309
2010,YR2010,Liechtenstein,LIE,42.2203765227,80,5758.5825027686,160,225.75,54.2635658915,98.2834994463,81.8414634146,NA,NA,36120,14.464,NA,NA,NA,NA,NA,108.8792800903,NA,NA,NA,2.8,NA,NA,34.7120708749,92,NA
2010,YR2010,Lithuania,LTU,19.2484691817,62.12,188.5524146655,62675,49.4181412046,24.55432812,159.3953899305,73.2682926829,5.5,20588.2611715332,3097282,66.757,38.5,35.2000007629,17.7999992371,72.8000030518,71,106.6817474365,5.0179967464,0.8894602617,21.7176208496,7.1,NA,1.6349320991,4.1602605123,803,515
2010,YR2010,Luxembourg,LUX,33.1508116995,90.62,1412.359725655,2590,195.7347490347,53.634188842,143.1426405584,80.6317073171,1.9,91146.8481901675,506953,88.547,17.7999992371,14.5,4.4000000954,75.5999984741,68,100.956489563,6.5947021426,0.634988367,20.3372306824,2,NA,0.6353528477,34.1712150831,3254,NA
2010,YR2010,"Macao SAR, China",MAC,24.7053080097,55.198,213.2331760895,29.7,18000.8754208754,31.4937919218,209.9151556415,79.6929512195,NA,98722.4396007257,534626,100,7.5,5.3000001907,2.7999999523,82.0999984741,76.5,93.7963180542,NA,NA,NA,0.7,NA,NA,56.0563833409,NA,10
2010,YR2010,"Macedonia, FYR",MKD,11.3132047325,51.9,23.7844255776,25220,83.3551149881,19.6502642925,102.4359532988,74.7221463415,8.7,11023.0631662172,2102216,56.992,53.7999992371,53.7000007629,32,77.6999969482,64.1999969482,81.9113235474,4.3241294406,1.3922674333,NA,2,NA,0.8289579894,6.1697275637,1398,7889
2010,YR2010,Madagascar,MDG,0.0254227656,1.7,0.4743938338,581540,36.2477765932,0.6739476,36.5839289032,63.3497317073,43.6,1390.4251664391,21079532,31.929,5.8000001907,6.1999998093,3.5999999046,91.8000030518,90.3000030518,NA,2.7257031534,0.6522288404,NA,NA,NA,0.2034477614,0.1791405995,NA,270
2010,YR2010,Malawi,MWI,0.0072267358,2.26,0.2664234398,94280,159.2457997454,1.0131284146,20.7634710019,53.4657073171,52.5,737.2957487039,15013694,15.54,12.5,13.3999996185,7.5,80.3000030518,82.5999984741,32.6524085999,4.3666091273,NA,22.0962600708,3.5,NA,0.0783941332,1.8373293075,5740,171
2010,YR2010,Malaysia,MYS,6.4921159711,56.3,41.6610154926,328550,86.0625019023,16.3029668266,119.7442975601,74.4955853659,7.2,20398.365311891,28275835,70.912,10.6000003815,11,3.4000000954,78.4000015259,61.9000015259,66.8807373047,2.2862965885,1.5570775855,18.6488704681,NA,NA,1.1055172344,8.3378722503,81516,552
2010,YR2010,Maldives,MDV,4.6509914214,26.53,52.1962332742,300,1085.6466666667,8.7124724435,151.7838830313,76.7863170732,11.2,10681.1738460261,325694,39.984,17.7000007629,25.3999996185,11.6999998093,78.4000015259,67.6999969482,NA,3.6819640968,NA,NA,NA,NA,NA,1.0070802655,NA,19
2010,YR2010,Mali,MLI,0.0165451627,1.9,0.7865029797,1220190,11.4621173752,0.8190070028,53.1989399942,53.7707317073,83.1,1663.6394850608,13985961,35.996,7.9000000954,10.3000001907,8.1000003815,81.9000015259,66.6999969482,42.4334106445,2.8287691166,1.5578685604,28.5825004578,NA,28,0.248538227,1.1631449566,13558,3663
2010,YR2010,Malta,MLT,28.5420659324,63,1375.1242436817,320,1295.3375,58.3030009088,107.2611821876,81.3975609756,5.5,27906.5280937854,414508,94.665,14.5,13.1999998093,6.9000000954,78.1999969482,60.5999984741,99.0485076904,5.3334965933,0.7194217759,35.2368888855,0.9,NA,1.1971565421,3.7287579492,6136,6
2010,YR2010,Marshall Islands,MHL,NA,7,114.4426642252,180,291.2666666667,NA,NA,NA,31.7,3513.93131555,52428,71.343,NA,NA,NA,NA,NA,NA,13.3076516077,NA,NA,NA,NA,NA,3.2597085527,NA,NA
2010,YR2010,Mauritania,MRT,0.1609399848,4,1.9393697602,1030700,3.5019113224,1.982922464,76.9112488987,61.0232439024,70.2,2673.931785549,3609420,56.682,44.4000015259,42.9000015259,31.1000003815,79.9000015259,54.7000007629,20.3266506195,2.0619595635,NA,33.6884803772,NA,1,1.8147273779,2.7491674563,26717,37733
2010,YR2010,Mauritius,MUS,7.5569268173,28.33,88.7715930902,2030,615.960591133,31.5034465274,96.7692918997,72.9673170732,13.3,15596.9411702013,1250400,40.579,19,23.1000003815,7.6999998093,80,64.0999984741,93.1885375977,2.5236487616,0.1530902163,19.4113006592,2.7,NA,0.3456093785,3.4322616763,NA,28
2010,YR2010,Mexico,MEX,9.4165931128,31.05,19.8241690365,1943950,60.6427140616,16.8964717933,77.5182632596,76.6902926829,14.4,15460.1658108316,117886404,77.825,9,9.3999996185,5.1999998093,83.5999984741,64.1999969482,83.6622924805,3.1004979207,0.5610349177,15.8517198563,21.8,NA,0.658393095,0.6155790451,1395,6816
2010,YR2010,"Micronesia, Fed. Sts.",FSM,0.963143825,20,38.6029589168,700,148.0271428571,8.1577702931,26.5569055868,68.6217317073,32.5,3337.1472560496,103619,22.298,NA,NA,NA,NA,NA,NA,12.6057558535,NA,NA,NA,NA,NA,2.5748173598,NA,NA
2010,YR2010,Moldova,MDA,7.5305119697,32.3,13.4754052798,32850,124.1519988847,32.4976266602,71.3846870326,68.4581219512,14.9,3910.9407852648,3562045,44.886,19.8999996185,17.7000007629,7.4000000954,49,46.4000015259,87.9811325073,5.3474299228,0.3157800698,39.3536605835,7.5,NA,0.6354274858,11.4630500176,148,6200
2010,YR2010,Monaco,MCO,37.4542000271,75,2442.6652191614,2,18422.5,116.4608495047,63.5472927127,NA,3.2,NA,36845,100,NA,NA,NA,NA,NA,NA,3.8965498784,NA,6.1224498749,NA,NA,NA,63.9761161623,NA,2
2010,YR2010,Mongolia,MNG,2.643417831,10.2,10.6903062515,1553560,1.7461430521,7.1233934129,92.5437694315,66.8946097561,29.3,6475.4435492612,2712738,67.567,14.6000003815,14.1000003815,6.5,70,63.9000015259,91.5752182007,3.8961770938,0.8846985499,17.8200798035,8.8,NA,1.4159863209,0.3694422388,12,1724
2010,YR2010,Montenegro,MNE,9.2520618374,37.5,25.8032054032,13450,46.1024535316,27.5050880696,188.6859395108,74.4167317073,6.3,13641.4178407043,620078,63.096,45,46,19.7000007629,67.5999984741,59.7000007629,98.5713882446,4.1734627206,1.8267605929,NA,2.4,NA,5.1575773104,6.8554278655,16364,3246
2010,YR2010,Morocco,MAR,1.5759949637,52,3.0023045057,446300,70.8993054,11.8491920325,101.074252995,70.1715853659,29.2,6465.6925371769,31642360,57.684,18.2999992371,17.7000007629,9.1000003815,78.8000030518,52,62.4610290527,2.0675720377,3.4821885499,34.4678993225,1.4,NA,2.1615221618,0.1551654175,792,2284
2010,YR2010,Mozambique,MOZ,0.0610541086,4.17,0.8344715177,786380,30.4779686665,0.367426154,30.1418455548,49.1370731707,71.8,932.756034688,23967265,30.955,13.8999996185,14.1999998093,8.3000001907,82.6999969482,84.8000030518,25.3145198822,3.2929929643,0.811375097,NA,NA,NA,0.1009435973,1.877644362,4077,131
2010,YR2010,Myanmar,MMR,0.0441930599,0.25,0.0577687057,653260,79.4955010256,0.9499370427,1.1438203728,64.583,43.7,NA,51931231,31.405,8.8000001907,9.6999998093,3.5,84.6999969482,81.8000030518,50.2060203552,0.2992519279,NA,NA,NA,150,1.7030124756,0.1707931784,NA,415670
2010,YR2010,Namibia,NAM,0.4324526255,11.6,14.6858580235,823290,2.6466579213,7.2081403711,89.4952516491,62.4802926829,37.5,8437.9520956118,2178967,41.616,40.7999992371,44.0999984741,22.1000003815,67.5,62.7000007629,NA,4.6487836499,3.5146129446,NA,14.4,NA,1.8289960857,6.3732034492,7254,1017
2010,YR2010,Nepal,NPL,0.2176673068,7.93,1.6762263719,143350,187.2760097663,3.1352808551,34.2529856199,67.1049268293,36.2,1999.0831720947,26846016,16.822,5.9000000954,4.5,2.7000000477,89.1999969482,85.9000015259,60.4387283325,2.4420960717,1.5636658747,NA,3,NA,1.118959401,3.5232974606,89808,5889
2010,YR2010,Netherlands,NLD,38.0915283634,90.72,2276.6838992804,33690,493.1847432473,43.526296907,115.4301504949,80.7024390244,3.7,45842.5191054741,16615394,87.061,8.8999996185,8.8000001907,4.5,83.6999969482,78.1999969482,121.9754333496,9.6411845069,1.3415422035,27.4009494781,0.9,NA,0.4887564779,10.5496685784,74961,53
2010,YR2010,New Caledonia,NCL,15.5029446503,42,100,18280,13.6761487965,29.3044455899,89.6224921767,77.4731707317,NA,NA,250000,67.273,NA,NA,NA,75.6999969482,63.9000015259,NA,NA,NA,NA,NA,NA,NA,23.9068,NA,NA
2010,YR2010,New Zealand,NZL,24.0377131115,80.46,1495.391546188,263310,16.5231096426,43.0389529996,107.8263131001,80.7024390244,5.3,31350.2829908705,4350700,86.165,16.7000007629,17,6.5,83.5,77.5999984741,119.0827102661,8.2775271461,1.1114570987,23.2733898163,1,NA,0.4130354024,22.113039281,2307,15
2010,YR2010,Nicaragua,NIC,1.2586116369,10,7.7290251861,120340,48.3813279043,4.4368898471,68.0540152372,73.7951219512,22,4044.5122217685,5822209,57.255,10.3000001907,12.3000001907,8,82.0999984741,65,68.9085617065,4.1936847998,0.4955786095,7.2774200439,13.5,NA,0.5019150149,0.6892572905,64,1431
2010,YR2010,Niger,NER,0.0094376744,0.83,0.1887534883,1266700,12.5473640167,0.5246277372,23.0821922031,56.9856341463,66.1,841.2144674287,15893746,17.559,7.1999998093,6.6999998093,5.0999999046,91.3000030518,65.6999969482,13.8312397003,2.2880413809,0.8261877508,41.1739082336,NA,8,0.2073809798,1.2719657153,314,803
2010,YR2010,Nigeria,NGA,0.0620558372,24,1.1959342244,910770,175.3546779099,0.6575991476,54.6609495167,51.2894146341,81.9,5113.7347802866,159707780,43.48,14.1999998093,13.8000001907,7.5999999046,63.0999984741,55.7000007629,43.8291397095,0.9085806979,0.5390364199,NA,NA,NA,0.3259126903,0.7060820706,8747,15642
2010,YR2010,Northern Mariana Islands,MNP,NA,NA,92.8332714445,460,117.0869565217,47.3449684367,NA,NA,NA,NA,53860,89.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.7415521723,NA,NA
2010,YR2010,Norway,NOR,34.5117230745,93.39,1651.1728174371,365268,13.3853827874,33.6805451203,114.4755401021,80.9975609756,2.6,61789.3682843869,4889252,79.102,10.8000001907,9.1999998093,3.5999999046,80.8000030518,78.1999969482,113.0816421509,7.9804155698,1.5438244272,27.2820491791,0.6,NA,0.9374137349,9.9287989247,40260,7
2010,YR2010,Oman,OMN,1.8327952938,35.8278,27.4728411342,309500,9.0557932149,10.1307350448,164.3422859116,76.045804878,10,49353.4165377067,2802768,75.161,17.6000003815,20.8999996185,8.1999998093,81.5,61.5999984741,NA,2.3007968838,8.3467863542,NA,NA,NA,3.8627808735,29.473506191,78,63
2010,YR2010,Pakistan,PAK,0.3071262671,8,0.9760362539,770880,224.6125285388,3.5108976989,57.2834198943,66.1263414634,73.4,4219.553515641,173149306,36.598,7.0999999046,8,5,85.8000030518,55.9000015259,34.0707817078,0.9542344667,3.4236909729,NA,7.6,5396,1.5671199288,2.4450528263,1900621,39982
2010,YR2010,Palau,PLW,1.1675622863,NA,48.8519785051,460,44.5,34.0791402052,70.8939912066,NA,16.6,13456.4258830178,20470,83.358,NA,NA,NA,NA,NA,NA,7.3329188973,NA,NA,NA,NA,NA,28.2169027846,NA,NA
2010,YR2010,Panama,PAN,7.0223766003,40.1,121.2573352532,74340,49.4771051924,14.6628121697,180.6992035079,76.9487073171,16.8,14921.2898554773,3678128,65.115,11.8999996185,14.8999996185,6.5,86.0999984741,69.6999969482,70.3048706055,5.6500218469,NA,NA,20.6,NA,0.7046951489,3.2897985062,17073,100
2010,YR2010,Papua New Guinea,PNG,0.0889349601,1.28,3.2074903648,452860,15.1458397739,1.7666273749,27.8334058664,62.007804878,50.7,2162.9236911256,6858945,13.019,4.5,5.3000001907,2.4000000954,74.5999984741,73.3000030518,NA,2.5263139126,0.4768933803,NA,10.4,NA,0.1024325416,0.3578684477,9698,89
2010,YR2010,Paraguay,PRY,0.435730893,19.8,6.6566342416,397300,16.2590510949,5.6184160276,91.6581072155,72.0266585366,20.5,7007.5758335715,6459721,58.487,9.5,11.8999996185,5.6999998093,87.6999969482,72.8000030518,67.7656784058,3.0571662463,1.0786412133,15.6780395508,11.4710836583,NA,0.8480831488,2.4971047511,107,86
2010,YR2010,Peru,PER,3.1152831083,34.77,14.1476405392,1280000,22.8615859375,10.7982857434,99.4953290574,73.905097561,15.2,9915.1183494929,29262830,76.915,9,9,4,86.5999984741,77.5999984741,91.7291564941,2.7945202868,1.3181044344,10.660320282,9.3,28,1.23320584,0.128576081,1146,5834
2010,YR2010,Philippines,PHL,1.8432366602,25,6.6563701966,298170,313.3927692256,3.5693961159,88.9836174316,68.2302682927,25,5613.7455432877,93444322,45.255,15.6999998093,16.7999992371,7.3000001907,80.9000015259,66.4000015259,NA,1.5736915106,1.2215943205,NA,9.5,287,0.4229859511,0.4659705273,243,970
2010,YR2010,Poland,POL,12.9860989707,62.32,210.7968474387,306280,124.6692013844,20.0715578314,122.9152945669,76.2463414634,5,21251.1182566919,38183683,60.892,22.2000007629,23.3999996185,9.6000003815,72.5,65.5999984741,97.2221984863,5.0013594534,1.8440095258,24.669500351,1.1,NA,0.6692016215,2.1670329706,15555,1764
2010,YR2010,Portugal,PRT,19.8708057722,53.3,174.6885965327,91590,115.4394584562,42.3635421734,115.3032750785,79.0268292683,3.1,27393.2582790679,10573100,60.567,21.1000003815,22.2999992371,10.8000001907,78.3000030518,74.0999984741,109.7129592896,7.4648208516,1.9802165969,36.3141593933,1.2,NA,1.6266750653,8.6883317097,384,30
