"ctryCode","ctryName","lifeExp","icsrMean","contig","dist","internetUserPer100","migrantStockPctPop","lfpMale","unempYthTotILO","fh_cl","fh_pr","sunnipct","shiapct","govt.reg.relig","govt.fav.relig","soc.reg.relig","pctpop15.24","religious.frac","lnHomicidesPer100k","lnpopDensity","lnpop","lnarea","lngdppcPPP","lnrefugeesUnhcr","lnrefugeeOrigin","europe"
"KWT","Kuwait",74.4627560975996,70,1,559.5185546875,75.4600000000002,70.1143542877013,84.900001525899,19.6000003815,5,5,66.9599999999994,19.4399999999999,7.22199999999995,8.66700000000012,3.66699999999994,15.2999999999997,0.674499999999999,-0.916290731874144,5.24192277262866,15.0299994736538,9.78807670102471,11.3188287424072,7.41818082272676,6.88448665204285,0
"KGZ","Kyrgyz Republic",70.202439024399,100,0,2828.95166015625,23.4000000000003,4.08838267959992,82.5,15.6000003815003,5,5,88.3559999999998,0.444000000000004,2.222,0.666999999999997,5.66700000000006,18.7999999999996,0.447000000000002,2.20827441352277,3.39520098941011,15.5594094308412,12.1642084414313,8.04231781970977,6.73933662735725,7.7454356102744,0
"LAO","Lao PDR",68.2494146340994,0,0,6005.212890625,12.5,0.295760613400001,81.0999984741007,3.40000009540005,6,7,0.0995000000000018,5e-04,7.77800000000007,7.33299999999987,8,21.2999999999996,0.545299999999998,1.77495235091169,3.37866450549644,15.7279713191125,12.349306813616,8.44834460784753,7.05142928712854,8.95480275285085,0
"LVA","Latvia",73.9804878049019,0,0,2770.36547851562,75.2344000000009,15.9720245714998,78,20.2999992371003,2,2,0.0699999999999997,0.0300000000000004,1.66699999999997,6.19999999999989,2.33300000000004,11,0.555600000000014,1.54756250871604,3.47717264547145,14.5149613290854,11.0377886836127,9.99115820447808,5.87211778947554,5.45103845356575,1
"LBN","Lebanon",80.1288780488003,900,1,85.9413528442383,70.5,17.4648913223004,76.0999984741004,20.6000003815,4,5,29.8499999999995,29.8499999999995,3.05600000000003,6.93299999999999,10,17.2000000000003,0.788599999999983,0.788457360364276,6.07923504449511,15.3123149034404,9.23307985894567,9.71853867640495,13.6633157974124,8.24905227417115,0
"LSO","Lesotho",49.3314634146007,0,0,7053.11376953125,5,0.314994965,74.5999984741002,33.2000007628997,3,2,0.0995000000000018,5e-04,0,1.167,0,19.9,0.721099999999988,3.63758615972632,4.22433261556762,14.5452138470773,10.3208812315097,7.82148823619359,3.43398720448519,2.7080502011022,0
"LBR","Liberia",60.531878048801,0,0,5709.6591796875,4.59999999999998,2.4333057941,65.0999984740994,4.5,4,3,12.7360000000002,0.064,0,3.16699999999995,3.66699999999994,17.8999999999999,0.488299999999993,1.16315080980568,3.79731592871657,15.272747189258,11.4754312605425,6.7450374170351,10.8838416926994,9.7742896140644,0
"LBY","Libya",75.3616829267995,600,0,2159.88818359375,16.5,11.2982260738002,79.5999984741006,51.2000007629009,5,4,96.1169999999987,0.483000000000003,8.61099999999996,7.39999999999987,4,18.2000000000003,0.0570000000000006,0.530628251062177,1.2597421732879,15.6403051425094,14.3805629692164,9.92187827232541,10.3787896202332,8.10832229017336,0
"LTU","Lithuania",74.1634146341,0,0,2509.3505859375,68.4528999999986,4.16026051229993,75.9000015258996,21.8999996185001,1,1,0.084999999999999,0.0150000000000002,0,7.93299999999999,5.33299999999996,12.5,0.414100000000005,1.90210752639695,3.8542168105447,14.8999187781187,11.0457019675741,10.1051877292987,6.8987145343299,5.39362754635231,1
"LUX","Luxembourg",81.7975609756003,0,0,3052.8095703125,93.7765000000021,34.1712150831006,75.0999984741003,19.2000007628997,1,1,2.28850000000006,0.0114999999999999,0,7.93299999999999,0,12.7000000000002,0.0910999999999985,-0.223143551314215,5.34611420797139,13.2055273626648,7.85941315469342,11.3947047802934,7.57044325205722,0,1
"MKD","Macedonia, FYR",75.188024390199,12,0,1609.4931640625,61.1999999999989,6.16972756369986,77,52.2000007629009,3,3,34.7255000000003,0.174499999999997,0,3.73300000000006,5.66700000000006,14.1000000000002,0.589899999999992,0.336472236621209,4.42545806859066,14.5608506781099,10.1353926095188,9.35953326547675,7.63771643266494,7.39817409297035,0
"MDG","Madagascar",64.6913902438988,0,0,5818.94921875,2.20000000000002,0.179140599499997,91.3000030518012,5.19999980929998,4,6,1.09450000000001,0.00549999999999992,1.38899999999998,2.23299999999998,0,20.5999999999999,0.519099999999992,2.40694510831827,3.67385864564224,16.9477320766309,13.2738734309878,7.22156728088884,2.56494935746151,5.69035945432401,0
"MWI","Malawi",55.2347073170989,0,0,5289.66357421875,5.39999999999996,1.83732930750005,80.6999969481989,13.5,4,3,12.7360000000002,0.064,0,1.56700000000001,0,20.2000000000004,0.819200000000015,0.587786664902118,5.15648242687046,16.6105067839203,11.45402435705,6.62669387514687,9.73719681281473,5.78689738136661,0
"MYS","Malaysia",75.0162682926991,0,0,6816.01953125,66.9700000000008,8.33787225030011,79.0999984741006,11.1000003815001,4,4,60.7860000000001,0.613999999999997,8.61099999999996,8.26699999999988,8.33299999999986,16.8999999999998,0.665700000000007,0.853070908062276,4.50478434048818,17.2072286528147,12.7024443123263,10.0252347847054,11.8533399208244,6.18414889093759,0
"MLI","Mali",55.0135121951008,0,0,5042.62109375,2.29999999999999,1.16314495660002,81.9000015258992,10.6999998092998,5,7,91.9379999999989,0.461999999999993,0,0,0,19,0.181999999999997,2.01490302054229,2.52895408139693,16.5434712236855,14.0145171422883,7.37096547759187,9.58946150474475,11.9373039161897,0
"MRT","Mauritania",61.5117560975996,0,0,5448.36865234375,6.19999999999989,2.74916745629996,80.1999969481989,42.9000015259006,5,6,98.7039999999988,0.495999999999993,7.77800000000007,8.33299999999986,2,20,0.0149000000000003,1.60943791243409,1.32814012576425,15.1738888667897,13.8457487410251,7.98794204533829,11.4469245417106,10.4416462023697,0
"MUS","Mauritius",74.4600000000001,0,0,6114.1357421875,39,3.43226167630006,80.1999969481989,23.6000003814998,2,1,15.3549999999997,1.24499999999998,2.5,6.2669999999999,5.33299999999996,15.5,0.638500000000011,1.02961941718115,6.42976158743385,14.0455526594693,7.61579107203579,9.74950754015314,4.62304136866072,4.39444915467255,0
"MEX","Mexico",77.3540243902002,0,0,12484.03515625,43.4599999999993,0.615579045100003,83.3000030518011,9.39999961849999,3,3,0.0995000000000018,5e-04,3.05600000000003,0,6.33299999999991,18.1000000000001,0.179599999999996,3.06805293513358,4.142019936212,18.6222524797195,14.480232543507,9.69835659730795,8.0658935469644,9.14803934577871,0
"MDA","Moldova",68.8115121950991,0,0,1629.59289550781,48.8000000000006,11.4630500176002,48.4000015259006,14.8000001907002,3,3,0.398000000000007,0.002,1.66699999999997,2.73300000000001,10,14.2000000000002,0.560299999999994,1.87180217690161,4.82044229782483,15.0848682126903,10.4000113915912,8.41650725393727,5.8230458954831,7.69938940625687,1
"MNG","Mongolia",67.5481951219994,0,0,5361.125,17.7000000000003,0.369442238799995,71.6999969481989,9.19999980929986,2,1,4.28999999999997,0.109999999999999,4.72200000000005,5.1329999999999,6.33299999999991,18.7000000000004,0.0798999999999996,2.27212588550931,0.602928518890745,14.858988148404,14.2560596295351,9.11957348319447,2.63905732961529,7.6324011266015,0
"MAR","Morocco",70.8721219512002,1500,0,3964.06372070312,56,0.155165417500001,78.9000015258994,18.5,4,5,99.4005000000022,0.499500000000008,6.38900000000007,7.26699999999989,7.33299999999987,17.7000000000003,0.00349999999999994,0.788457360364276,4.30351840801805,17.3122650586357,13.0087466506175,8.84897720488448,8.51197962436343,7.18387071506256,0
"MOZ","Mozambique",50.1733658536996,0,0,6630.36376953125,5.39999999999996,1.87764436199997,82.5999984741009,14.3000001907002,3,4,22.6860000000003,0.114000000000001,0,0.799999999999989,0.666999999999997,21.2999999999996,0.675899999999996,2.51769647261103,3.49199699683515,17.0671924119759,13.5751954151419,6.97506309685174,9.62377364973341,4.0253516907351,0
"MMR","Myanmar",65.0996829267987,0,0,5470.46533203125,1.20000000000002,0.170793178400002,85,9.89999961849996,5,6,3.78099999999996,0.0189999999999998,8.61099999999996,10,7,18.2999999999997,0.197399999999996,2.72129542785222,4.40090128651934,17.790677700328,13.3897764138086,8.01871844624203,10.0741787830309,13.0807243825637,0
"NAM","Namibia",64.3438780487996,0,0,6564.54052734375,13.8999999999998,6.37320344920015,64.800003051801,34.0999984740995,2,2,0.398000000000007,0.002,0,0,0,23.0999999999998,0.662599999999998,2.84490938381941,1.028796160577,14.6498599475652,13.6210637869718,9.13516122518725,8.15908865466805,7.04053639021614,0
"NPL","Nepal",68.4038536584995,0,0,3944.61596679688,13.2999999999998,3.52329746060003,88.8000030518011,4.59999990459992,4,4,4.17900000000006,0.0210000000000005,4.72200000000005,6.19999999999989,6.66700000000011,22.5999999999998,0.141699999999999,1.06471073699243,5.26741062834514,17.1404550996562,11.8730444713115,7.68376751523464,10.7481104097188,9.00109972583112,0
"NLD","Netherlands",81.1048780488006,225,0,3265.95336914062,93.9563999999994,10.5496685784001,84.1999969481989,11,1,1,5.3625000000001,0.137500000000001,0,5.60000000000005,6,12.2000000000002,0.722200000000006,-0.105360515657825,6.21130680698995,16.6371532191059,10.4258464121158,10.7148878228762,11.2213424604336,4.15888308335971,1
"NZL","New Zealand",81.4073170732007,6,0,15630.560546875,82.7799999999991,22.113039281,83.4000015258991,15.8000001907002,1,1,0.895499999999994,0.00450000000000008,0,1.83300000000003,1.66699999999997,13.8999999999998,0.811000000000008,-0.105360515657825,2.82555047130868,15.3066377955652,12.4810873242544,10.4048567041591,7.44541755670163,2.83321334405624,0
"NIC","Nicaragua",74.7881707316993,0,0,12119.6591796875,15.5,0.689257290499996,82.5,10.3999996184999,4,5,0.0995000000000018,5e-04,0,5.80000000000011,0,22.4000000000002,0.42899999999999,2.42480272571829,3.92251752049915,15.6205938692729,11.6980763487742,8.41044653638053,5.33271879326542,7.33823815006574,0
"NER","Niger",58.4427073171008,0,0,4109.591796875,1.70000000000003,1.27196571529999,90.9000015258986,6.69999980929992,4,3,97.8084999999993,0.491499999999988,0.832999999999996,0,0,18.3999999999999,0.201300000000003,1.54756250871604,2.64453856410133,16.6964642155694,14.0519256514721,6.78763031585366,10.963809361916,6.59714570188675,0
"NGA","Nigeria",52.4997804878003,0,0,4530.11181640625,38,0.70608207060001,63.5999984740994,13.6000003815002,5,4,46.7024999999995,1.19749999999999,0.555999999999998,6.93299999999999,6,19.2999999999996,0.742100000000012,2.99573227355403,5.25030707458846,18.9723527491409,13.7220456745527,8.59834789770948,7.82803803212575,10.3629356678424,0
"NOR","Norway",81.4512195121991,60,0,3481.26708984375,95.0534000000005,9.9287989246999,80,9.10000038149999,1,1,2.98500000000001,0.0150000000000002,0,7.60000000000013,0.666999999999997,13.1000000000002,0.204800000000004,0.788457360364276,2.63246788647134,15.4408544961861,12.808386609713,11.0415025214401,10.8676346794198,2.56494935746151,1
"OMN","Oman",76.8520243902009,0,0,1757.43884277344,66.4499999999988,29.4735061909997,84.5,20.5,5,6,81.1224999999989,6.5775000000001,6.11099999999993,7.06700000000001,0.666999999999997,19.9,0.432200000000007,0.0953101798043256,2.46270288682096,15.1054162579277,12.6427133711071,10.7039735252747,5.38449506278904,3.25809653802151,0
"PAK","Pakistan",66.5853658537011,500,0,2655.29541015625,10.8999999999998,2.44505282630003,85.9000015258989,8.5,5,4,84.3500000000005,12.0499999999999,8.61099999999996,10,10,21.5,0.384799999999999,2.04122032885966,5.46501242338581,19.0203004217947,13.5552879984085,8.40157464803182,14.2991051601039,10.7968576010257,0
"PAN","Panama",77.5789512194995,0,0,11779.3212890625,42.9000000000008,3.28979850619999,86.1999969481989,10.1999998092998,2,1,0.696500000000007,0.00349999999999994,0.555999999999998,3.40000000000006,0,17.2999999999997,0.333799999999997,2.84490938381941,3.95085302535529,15.1672574692058,11.2164044438511,9.84126066853498,9.81443773570266,4.65396035015751,0
"PNG","Papua New Guinea",62.4307317073016,0,0,11771.0859375,6.5,0.357868447700009,74.5999984741002,4.69999980930001,3,4,0.0995000000000018,5e-04,0,2.16699999999996,0,19.7000000000004,0.552299999999998,2.34180580614732,2.78295496952085,15.8062932754492,13.0233383059263,7.84703023676888,9.18840146445736,5.39816270151767,0
"PRY","Paraguay",72.2734878049003,0,0,11878.7587890625,36.9000000000007,2.49710475110001,88,11.3000001907002,3,3,0.0995000000000018,5e-04,2.222,8.33299999999986,1.66699999999997,20.5,0.212299999999999,2.2726282967539,2.84032367140072,15.7327706132059,12.8924469418029,8.96611030473306,4.92725368515713,4.55387689160044,0
"PER","Peru",74.8146097560982,0,0,12915.73046875,39.1999999999999,0.128576081000002,86.8000030518011,8.89999961850003,3,2,0.0995000000000018,5e-04,0,7.13299999999987,0,19.2000000000004,0.198800000000003,2.26176309847374,3.16677967538604,17.2291503112796,14.062370635896,9.3410609572839,7.42057890541062,8.4690528160882,0
"PHL","Philippines",68.7144878049002,0,0,7892.9873046875,37,0.465970527299991,81.4000015258992,16.7000007628998,3,3,5.0745,0.0255000000000001,0,0.666999999999997,6.33299999999991,19,0.305600000000003,2.17475172148418,5.79906698238202,18.4044860550117,12.60541907263,8.75245761508796,5.56834450376116,6.5875500148249,0
"POL","Poland",76.8487804878,0,0,2420.97680664062,62.8491999999987,2.16703297060002,73.9000015258998,27.2000007628996,1,1,0.0995000000000018,5e-04,0,2.83300000000005,6,11.8999999999998,0.171199999999999,0.182321556793956,4.83448572962143,17.4665448064806,12.6320590768591,10.0360593800857,9.83037908071552,7.26473017792979,1
"PRT","Portugal",80.3731707317,0,0,4085.68188476562,62.0956000000005,8.68833170969993,77.0999984741004,37.7999992370999,1,1,0.59699999999999,0.003,0,7.19999999999988,1,11.3999999999998,0.143799999999999,0.182321556793956,4.73773300455375,16.1628103789503,11.425077374397,10.1632690113742,6.69084227741859,3.46573590279969,1
"QAT","Qatar",78.6069024390013,15,0,1132.56420898438,85.3000000000016,74.6081214462014,95.9000015258984,1.5,5,6,69.75,7.75,5.27799999999998,8.26699999999988,6.33299999999991,13.3999999999998,0.0949999999999991,0.0953101798043256,5.23000394303234,14.5896260177246,9.35962207469193,11.7563593598334,4.95582705760133,2.83321334405624,0
"ROM","Romania",74.463414634099,0,0,1499.248046875,49.7644999999994,0.655691439900008,72.5999984741001,23.7999992371003,2,2,0.298499999999995,0.0015,5.27799999999998,8.26699999999988,9.33299999999993,11.2999999999999,0.237300000000003,0.530628251062177,4.46438875619637,16.8103102968431,12.3459215406468,9.80830340012169,7.5606011627687,7.75319426988427,1
"RUS","Russian Federation",71.0731707317013,1150,0,2478.70947265625,61.400000000001,8.61772162049986,78.6999969481989,14.5,5,6,11.6414999999998,0.0585000000000007,3.88900000000003,4.73300000000008,10,10.7000000000001,0.439799999999994,2.21920348405501,2.17046409308085,18.781844624522,16.6113805314384,10.0674842184388,8.45510499910299,11.2166330967503,0
"RWA","Rwanda",63.9939756098011,0,0,3997.8642578125,8.69999999999992,4.29539089829996,86.3000030518011,0.699999988099992,6,6,1.79099999999999,0.00900000000000016,5.55599999999992,1.73299999999996,7.33299999999987,18.9,0.506599999999994,3.13983261752768,6.16827523689062,16.2816184464137,10.1133432095232,7.26288543168351,11.2059110546191,11.3378217964346,0
"SAU","Saudi Arabia",75.7033658536982,2000,1,992.687927246094,60.5,26.7400268402005,79.9000015258993,28.7000007628996,7,7,84.9624999999995,12.1375000000002,9.4440000000001,9.33299999999993,10,19.2999999999996,0.126999999999998,-0.223143551314215,2.59605366990246,17.1768878735638,14.5808342036616,10.860305183495,6.49072353450259,6.36990098282813,0
"SEN","Senegal",63.3507317073013,0,0,5782.0810546875,20.9000000000001,1.62202202160001,89.5,14.6000003815002,3,2,95.4204999999979,0.479499999999988,0,3.33300000000005,0,20.5,0.149699999999998,1.02961941718115,4.29603559321903,16.4640428579422,12.1680072647232,7.68251802515983,9.72489901933117,9.89767066721466,0
"SRB","Serbia",75.1365853658998,60,0,1852.28527832031,51.5,7.20554908529995,69.3000030518011,48.9000015259006,2,2,3.23750000000005,0.462499999999992,2.52912316319745,5.54534468122646,6.31537290449659,11.6000000000002,0.507132999559526,0.182321556793956,4.40566064248617,15.7845974674533,11.3789368249671,9.4644007389878,10.9592619271941,10.7932905615731,1
"SLE","Sierra Leone",45.5509512194991,0,0,5783.98388671875,1.70000000000003,1.85633597910004,69.9000015259002,4.69999980930001,3,2,71.1425000000013,0.357500000000001,0,0,0,18.7999999999996,0.539499999999988,0.641853886172387,4.43558102595218,15.6224993041491,11.1869182781969,7.30964637346484,7.95717732345935,8.57922858233558,0
"SGP","Singapore",82.3463414634013,0,0,7130.822265625,73,38.7429826462001,82.3000030518011,10.3000001907002,4,4,14.8255000000003,0.0745000000000004,7.22199999999995,1.73299999999996,0,17.7999999999997,0.656100000000002,-1.60943791243409,8.95068101736797,15.501761352411,6.55108033504347,11.2415994812054,1.38629436111986,4.17438726989567,0
"SVK","Slovak Republic",76.2609756098004,0,0,2282.25146484375,77.8825999999986,2.42388472960006,77.5,33.5,1,1,0.0995000000000018,5e-04,0.555999999999998,8.26699999999988,5,12.2000000000002,0.565499999999995,0.336472236621209,4.72359868141758,15.5043866261366,10.7807879447191,10.1565340268716,6.80461452006259,5.77765232322261,1
"SVN","Slovenia",80.2780487804995,0,0,2318.97900390625,72.675600000001,8.00035927269988,74.3000030518011,22.7999992371003,1,1,2.38799999999996,0.012,0,2,2,10,0.286800000000003,-0.356674943938738,4.6277305586986,14.5381937249713,9.91046316627235,10.2171360122964,5.45958551414422,3.33220451017528,1
"SLB","Solomon Islands",67.7169024390009,0,0,12960.5615234375,8,1.32415988689999,81.3000030518011,9.69999980929985,3,4,0.0995000000000018,5e-04,0,5.80000000000011,0,20,0.670799999999994,1.45861502269948,2.99828528194799,13.237887864459,10.2396025825093,7.60219782938117,1.38629436111986,4.1108738641733,0
"SOM","Somalia",55.0245121951007,70,0,3484.9755859375,1.5,0.237054689699996,77.5,10.6000003815001,7,7,98.1070000000024,0.492999999999996,8.61099999999996,2.40000000000005,10,18.9,0.00280000000000001,2.07944154167986,2.81722112256041,16.166465059956,13.3492439373954,7.49758368935451,9.41751712976837,13.9303898262101,0
"ZAF","South Africa",56.7365853658995,0,0,7733.619140625,48.9000000000009,3.66769578279994,63.7999992370987,53.5999984740994,2,2,1.38750000000003,0.112499999999998,0,0,1.33300000000001,20.2000000000004,0.860300000000019,3.43398720448519,3.78008819336174,17.7887695747429,14.0086813813814,9.4298124654906,12.6223392073321,6.04737217904616,0
"ESP","Spain",82.4268292682985,75,0,3610.57177734375,71.5719000000007,13.6924621664002,79.9000015258993,57.2999992370989,1,1,2.28850000000006,0.0114999999999999,0.832999999999996,7.93299999999999,0.666999999999997,9.60000000000018,0.451399999999993,-0.223143551314215,4.5375330438986,17.6574935366867,13.1199604927879,10.3635243254357,9.10297785364774,4.0253516907351,1
"LKA","Sri Lanka",74.2402926829005,0,0,4685.76708984375,21.9000000000002,1.64583837700001,81.0999984741007,17.6000003815002,4,5,8.45750000000022,0.0424999999999995,6.94400000000015,2.40000000000005,10,14.8999999999998,0.485299999999996,1.22377543162211,5.78882962824561,16.8351058317825,11.0462762035369,9.15119924613483,7.46908388492108,11.7206548256986,0
"SDN","Sudan",62.0444878049006,100,0,2033.73498535156,22.7000000000004,1.65255223450002,76.4000015258996,24.5,7,7,71.0429999999997,0.357000000000007,6.94400000000015,8.66700000000012,10,20.2000000000004,0.430700000000002,2.41591377830108,3.03170371505622,17.4521569604677,14.6809289594644,8.0909455072704,12.8999495597696,13.383697881081,0
"SUR","Suriname",71.0316341462989,0,0,9800.2099609375,37.4000000000007,7.51943005179988,73.5,22.5,2,2,15.8204999999998,0.0795000000000003,0,2,0,17.6000000000001,0.791000000000017,1.80828877117931,1.24037149197172,13.1979827782028,11.9576112862318,9.65219158893601,0,2.83321334405624,0
"SWZ","Swaziland",48.9379268292997,0,0,6681.92041015625,24.7000000000004,3.38750934500002,72.9000015258999,42.4000015259006,5,7,0.199000000000004,0.001,0,3.56700000000001,0,22.2999999999996,0.44439999999999,3.52046080248906,4.2856005708746,14.0382652336761,9.75266466280136,8.77506803818023,6.94985645500064,4.69134788222921,0
"SWE","Sweden",81.7048780487981,165,0,3173.45385742188,94.7835999999992,13.9262364357,83.1999969481989,23.7999992371003,1,1,3.42999999999995,1.47000000000002,0,1.83300000000003,2.66699999999995,12.2999999999998,0.234199999999995,-0.356674943938738,3.15990963830105,16.0773131348252,12.9174034965236,10.6814466896145,11.8628778631482,2.83321334405624,1
"CHE","Switzerland",82.7487804877994,40,0,2850.291015625,86.6999999999984,22.5280191757,88.5,8.80000019070013,1,1,5.67150000000007,0.0285000000000003,1.66699999999997,6.6000000000001,6,11.3999999999998,0.608299999999995,-0.510825623765985,5.32141565240356,15.9058765845676,10.5844609321646,10.9149561450996,11.2198287598168,2.7080502011022,1
"TJK","Tajikistan",67.3746097561009,190,0,2269.1826171875,16,3.72726955689996,79.8000030518011,15.6000003815003,6,6,92.0700000000018,6.93000000000008,7.77800000000007,0,1,20.0999999999999,0.338600000000002,0.470003629245741,4.07148767553508,15.9205996220168,11.8491119464816,7.79632904762816,8.37101068123797,6.49375383985171,0
"TZA","Tanzania",61.4931463414993,0,0,4501.96240234375,4.40000000000003,1.46576204160002,91.0999984741014,6.5,3,3,27.6575000000003,2.24250000000001,1.66699999999997,3.90000000000006,7,19.5,0.633400000000006,2.54160199346458,4.01823692517846,17.7124833956494,13.6942464704715,7.76840760878235,11.5376863679119,6.94697599213552,0
"THA","Thailand",74.3650731707009,0,0,6043.7578125,28.9399999999995,1.74280517569998,85.9000015258989,3.09999990459997,4,4,5.77099999999998,0.0289999999999999,3.05600000000003,6.6000000000001,6,15,0.0994000000000017,1.60943791243409,4.87645032951505,18.0203599113407,13.1439095818255,9.54193009933335,11.8580175862661,5.4026773818723,0
"TMP","Timor-Leste",67.5223658536998,0,0,9728.1806640625,1.10000000000001,1.29743841250001,51.5999984740994,13.3000001907002,4,3,0.0995000000000018,5e-04,0.832999999999996,0,0,19.7999999999996,0.425400000000008,1.28093384546205,4.37398242985488,13.9810834693088,9.60710103945421,7.6205752131691,1.09861228866814,2.30258509299407,0
"TGO","Togo",56.4885121951007,0,0,4716.8388671875,4.5,2.94008227699999,82.3000030518011,10.6999998092998,4,5,12.1389999999998,0.061,0,3.96700000000007,0,19.7000000000004,0.659599999999996,2.33214389523558,4.830991817467,15.7349274098834,10.9039355924172,7.20482882042896,9.95432324223853,9.24445190160502,0
"TTO","Trinidad and Tobago",69.9252195122008,0,0,10079.7734375,63.8000000000011,2.58626077200003,82.4000015258992,13.1999998092998,2,2,5.77099999999998,0.0289999999999999,0.832999999999996,2.80000000000003,1.66699999999997,13,0.793599999999997,3.34286180464915,5.56617782029538,14.1090387584604,8.54286093816497,10.2911061206457,4.14313472639151,5.81711115996315,0
"TUN","Tunisia",73.6463414634001,2250,0,2395.86499023438,43.8000000000004,0.318485650100001,75.5,31.2000007628996,4,3,99.301000000002,0.49900000000001,8.61099999999996,7.93299999999999,6.33299999999991,16,0.0104000000000001,0.788457360364276,4.24953376394883,16.2030340474743,11.9535002835254,9.28430077483786,6.99850964225061,7.22329567956238,0
"TUR","Turkey",75.1759512194989,600,1,1061.53955078125,46.25,1.95591211269998,75.5999984741003,20.3999996185,4,3,86.2749999999994,12.3250000000002,4.444,7.33299999999987,10,16.7999999999997,0.00490000000000006,0.955511445027445,4.57843498908611,18.1321001479495,13.5536651588627,9.82914834573315,13.4036339399831,11.1065649561103,0
"TKM","Turkmenistan",65.4625853659013,360,0,1360.60473632812,9.60000000000018,4.11940114970002,79.6999969481989,20.2000007628997,7,7,92.3669999999987,0.932999999999994,8.61099999999996,9.33299999999993,6.33299999999991,20.2000000000004,0.232699999999996,2.54944517092555,2.41150677023522,15.471845796661,13.0603390264241,9.51450568277501,3.82864139648916,6.24804287450843,0
"UGA","Uganda",59.1900000000007,0,0,3711.9990234375,16.2000000000003,1.90232720759997,79.5999984741006,6.59999990459989,4,5,11.7000000000001,0.300000000000006,3.88900000000003,1.33300000000001,0,21.2000000000004,0.633199999999991,2.37024374146786,5.23683044798153,17.4419526419757,12.2051221939945,7.39053750006794,12.4081028709582,9.00908061416178,0
"UKR","Ukraine",71.159512195101,50,0,1941.869140625,41.8000000000002,11.4616236508003,73.3000030518011,17.7999992371002,3,4,0.895499999999994,0.00450000000000008,2.222,1.33300000000001,9,11.5,0.615699999999994,1.45861502269948,4.36338400545184,17.6329942863664,13.269610280915,9.04876391436649,9.04156662772762,8.55101473989176,1
"ARE","United Arab Emirates",77.1312926828989,15,0,1384.18225097656,88,39.0126110919999,92.3000030518012,9.89999961849996,6,6,68.4000000000007,7.60000000000013,5.55599999999992,9,4.66699999999999,13.7000000000002,0.331,0.955511445027445,4.71667400577069,16.0504728048436,11.3337987990727,10.9515883052845,6.5235623061496,4.49980967033025,0
"GBR","United Kingdom",80.9560975609988,550,0,3546.1513671875,89.844100000001,10.2789304431001,82.0999984741008,20.2999992371003,1,1,4.02500000000006,0.574999999999998,2.222,7.93299999999999,6,12.6000000000002,0.694399999999984,0,5.5796569658315,17.9760606729291,12.3964037070981,10.5168194265116,11.9261669253901,4.95582705760133,1
"USA","United States",78.8414634146015,100,0,9115.1357421875,84.1999999999984,13.8408152466,77.3000030518011,15.8000001907002,1,1,0.700000000000006,0.0999999999999986,1.68371439850044,4.43912049856694,5.82259565691168,13.7000000000002,0.824100000000011,1.54756250871604,3.5426779765338,19.5716604068111,16.0289824302782,10.8462349523913,12.7599749999875,8.4682130091944,0
"URY","Uruguay",77.0514146341008,0,0,12266.8623046875,58.099999999999,2.36940766590002,85.8000030518011,18.5,1,1,0.0995000000000018,5e-04,0,0,0,16,0.354800000000007,2.06686275947299,2.96870536221756,15.0413608943054,12.0726555320901,9.85039350805417,5.50533153593245,4.98360662170844,0
"UZB","Uzbekistan",68.2275853659005,500,0,2354.82885742188,38.2,4.11707349520009,78.5999984741006,20.2999992371003,7,7,95.5350000000022,0.965000000000009,8.61099999999996,8.33299999999986,9.33299999999993,20.5,0.213300000000002,1.30833281965018,4.26399674203467,17.2247819237832,12.9607851817485,8.51762292308309,4.95582705760133,8.51016857647932,0
"VEN","Venezuela, RB",74.6430975609987,0,0,10569.2509765625,54.9000000000009,3.46854727129997,82.6999969481989,16.1000003815003,5,5,0.298499999999995,0.0015,3.88900000000003,7.76699999999988,2.33300000000004,18.7999999999996,0.135000000000002,3.98341300151478,3.54012041188073,17.2301244346038,13.6900040227247,9.77648328097471,12.2327827338425,9.03539156951162,0
"VNM","Vietnam",75.7564878049012,0,0,6149.15625,43.9000000000008,0.0797250740999984,85.5,5.40000009540009,5,7,0.199000000000004,0.001,8.61099999999996,6.19999999999989,6,17.7999999999997,0.507999999999993,1.19392246847245,5.66752718430565,18.3120805417278,12.6445533574224,8.54180843902412,10.3508332714334,12.6574826038976,0
"WBG","West Bank and Gaza",73.2033414633999,60,0,281.228057861328,46.5999999999991,50.4790477924998,68.9000015259003,38.2999992370999,6,6,97.0124999999983,0.487500000000008,2.5,7.69999999999988,10,21.1500000000001,0.171850000000004,2.00148000021017,6.54046558322689,15.2433081215295,8.70284253830303,8.40836752068395,8.9951543875723,11.4725616987805,0
"YEM","Yemen, Rep.",63.0895853659007,110,0,1996.06689453125,20,2.27529683250002,74.3000030518011,29.7999992371004,6,6,61.875,37.125,6.94400000000015,7.26699999999989,10,21.0999999999999,0.00229999999999998,1.56861591791382,3.83360140162712,17.0103961445198,13.1767947428925,8.25121644215438,12.4271580803748,7.7948231521795,0
"ZMB","Zambia",58.0927804878007,0,0,5516.59716796875,15.3999999999998,1.76394238169998,86,24.6000003814998,4,3,0.398000000000007,0.002,0,8.33299999999986,0,20,0.735900000000008,2.37024374146786,2.97334440557221,16.4923204906191,13.5189760850463,8.24263540039562,10.1587109973136,5.44673737166621,0
