"ctryCode","ctryName","lifeExp","icsrMean","contig","dist","internetUserPer100","migrantStockPctPop","lfpMale","unempYthTotILO","fh_cl","fh_pr","sunnipct","shiapct","govt.reg.relig","govt.fav.relig","soc.reg.relig","pctpop15.24","religious.frac","lnHomicidesPer100k","lnpopDensity","lnpop","lnarea","lngdppcPPP","lnrefugeesUnhcr","lnrefugeeOrigin","europe"
"BDI","Burundi",54.0971951219997,0,0,4168.7353515625,1.29999999999998,0.658200213999986,82.8000030518011,10.6999998092998,5,5,2.14499999999998,0.0549999999999997,0,0,0,19.2999999999996,0.515800000000009,2.07944154167986,5.98075042386069,16.134218181665,10.1534677578038,6.61601183890065,10.8500358715712,11.1934361978692,0
"KHM","Cambodia",71.7475609755996,0,0,6577.49609375,6,2.33783928370001,88,0.699999988099992,5,6,1.59200000000003,0.00800000000000001,3.88900000000003,8.66700000000012,2.66699999999995,20.5,0.0965000000000015,1.87180217690161,4.45134220316331,16.5325316665471,12.0811894633837,7.98736300905221,4.39444915467255,9.52864863796988,0
"CMR","Cameroon",55.0418048779992,0,0,4184.38525390625,6.39999999999991,0.953097027099974,77,7.40000009540011,6,6,17.9099999999999,0.0900000000000021,0.832999999999996,0,3.66699999999994,19.6,0.733799999999984,2.02814824729234,3.85179311170929,16.918030483333,13.0662373716241,7.91547373450818,11.720679198208,9.34504607482832,0
"CAN","Canada",81.4011219512017,100,0,9254.029296875,85.8000000000016,21.1800675388999,81.5999984741008,13.8000001907002,1,1,2.78600000000003,0.0139999999999998,1.38899999999998,4.63299999999991,6,12.7000000000002,0.695799999999996,0.470003629245741,1.3521853739913,17.3752569042315,16.0230715302351,10.6430144315562,12.1144944930403,4.60517018598815,0
"CAF","Central African Republic",50.1368048779991,0,0,3724.06713867188,3.5,1.85042440999997,85.5,12.5,5,5,8.85549999999984,0.0444999999999995,3.88900000000003,1.83300000000003,3.66699999999994,20.0999999999999,0.79160000000001,2.46809953147159,2.00285972651749,15.3451294210446,13.3422696945254,6.37054451551489,9.73855394534333,12.4406110284581,0
"TCD","Chad",51.1590731706988,0,0,3214.42749023438,2.29999999999999,3.31250110380003,79.1999969481989,10.8000001907002,6,7,55.4214999999989,0.278500000000003,6.38900000000007,5.39999999999996,5.66700000000006,20.5999999999999,0.641100000000007,1.98787434815431,2.32094427550526,16.3669314321523,14.0459871566454,7.61164132638188,12.9826184348845,10.792283750101,0
"CHL","Chile",79.8368048780003,0,0,13413.08984375,66.5,1.86812129610002,79.5999984741006,16.1000003815003,1,1,0.0995000000000018,5e-04,0,6.93299999999999,2.66699999999995,16.2999999999997,0.384099999999993,1.13140211149109,3.16536152262554,16.684528606258,13.5191670836335,9.98571394606735,7.68017564043657,6.39024066706525,0
"CHN","China",75.3530243902,300,0,6298.4443359375,45.8000000000005,0.0512650398000004,84,10.1000003815001,6,7,1.79099999999999,0.00900000000000016,9.16700000000008,2,4.33300000000004,14.7000000000003,0.664300000000015,0,4.97385689687415,21.0288222080747,16.0549653112012,9.35223634061533,12.6162864606607,12.1814571549658,0
"COL","Colombia",73.9788292682997,0,0,11684.052734375,51.6999999999993,0.237479771099999,82.4000015258992,20.5,4,3,0.0995000000000018,5e-04,2.222,8,8.33299999999986,18,0.147799999999999,3.4275146899795,3.77396516680064,17.6933851881549,13.919420021355,9.39477514201482,5.69035945432401,12.8907717413002,0
"COM","Comoros",60.8574878048986,0,0,5009.9931640625,6.5,1.97999944370003,80.5,10.6999998092998,4,3,97.8084999999993,0.491499999999988,9.4440000000001,6.73300000000011,10,18.7999999999996,0.0137,2.30258509299407,5.9786435900062,13.5075128466486,7.52886925664212,7.24407096651794,5.08405440786269,6.24416690066384,0
"ZAR","Congo, Dem. Rep.",49.9438536585003,0,0,4753.19677734375,2.20000000000002,0.715008359499994,73.5,14.3000001907002,6,6,1.59200000000003,0.00800000000000001,2.222,2.90000000000005,6,21.4000000000001,0.702099999999983,3.34286180464915,3.39385077271209,18.0278407575401,14.6339899848264,6.66346374409836,11.6511558002512,13.1214449557845,0
"COG","Congo, Rep.",58.7699999999988,0,0,4749.80859375,6.6000000000001,3.48280462049992,74.0999984741002,10.6999998092998,5,6,1.39300000000001,0.00699999999999988,0,0,1.66699999999997,17.7000000000003,0.664200000000008,2.52572864430825,2.56677941968337,15.3078823776773,12.7411029579927,8.6447470008152,10.890963417801,9.37169362233379,0
"CRI","Costa Rica",79.921000000001,0,0,12092.0361328125,45.9599999999993,10.4761027778002,84,18.2000007628997,1,1,0.0999999999999986,0,1.38899999999998,8.10000000000015,4.33300000000004,17.5,0.241000000000006,2.14006616349621,4.5582924692457,15.3990491600412,10.8407566907954,9.50530162730664,9.96109586515633,6.13556489108184,0
"CIV","Cote d'Ivoire",50.7574146340995,0,0,5212.95458984375,2.59999999999995,12.6825380831998,82,5.69999980929996,5,5,36.7154999999992,0.184500000000004,0.832999999999996,4.53299999999997,5.33299999999996,21,0.755099999999999,2.61006979274197,4.15711688224895,16.8269235440111,12.6698066617623,8.04156381127273,8.18535022317878,11.3589464370763,0
"HRV","Croatia",77.1268292683002,0,0,2205.98291015625,66.747600000001,15.8438591682003,69.5,51.5,2,1,1.29349999999999,0.00649999999999995,0,7.93299999999999,6,12.1000000000002,0.444700000000008,0.182321556793956,4.33137739001813,15.2637698187973,10.9323924287795,9.90593391570297,6.79682371827492,10.8149667274131,1
"CUB","Cuba",79.2392682927009,0,0,10989.9755859375,25.7089320853002,0.135253623400001,79.8000030518011,6.90000009540011,6,7,0.0995000000000018,5e-04,7.77800000000007,0,0,13.6000000000002,0.505899999999997,1.43508452528931,4.66193024186029,16.2372669669516,11.5753367250915,9.84140960294263,5.95583736946476,8.9130119224726,0
"CYP","Cyprus",79.8043170731992,0,0,328.732757568359,65.4547999999996,13.9761797977002,79.5,36.9000015259005,1,1,22.5865000000002,0.113500000000001,0.832999999999996,6.6000000000001,0.666999999999997,15.2999999999997,0.396200000000004,0.693147180559932,4.81626394004163,13.9475611046777,9.13129716463582,10.2180770930829,8.7849276260584,2.30258509299407,1
"CZE","Czech Republic",78.2780487804995,0,0,2571.67724609375,74.1103999999998,4.32521736309994,80.4000015258993,18.7999992371003,1,1,0.0995000000000018,5e-04,0,4.69999999999991,2.66699999999995,10.6000000000002,0.6591,0,4.91370086873152,16.168244130295,11.2545432615632,10.2443950986242,8.10076824307179,6.8987145343299,1
"DNK","Denmark",80.3024390244002,125,0,3070.32543945312,94.6297000000009,8.71920764039997,80.5,13,1,1,3.99749999999995,0.102500000000002,0.832999999999996,8.10000000000015,3.33300000000005,13.1000000000002,0.233300000000006,-0.223143551314215,4.88532909746627,15.5409400356625,10.6556109381963,10.6568529771817,9.60305790726187,2.30258509299407,1
"DJI","Djibouti",61.7869512195011,0,0,2422.43505859375,9.5,13.6860998806001,70.5,24.8736918359986,5,6,96.5149999999995,0.48500000000001,1.66699999999997,3.73300000000006,9.33299999999993,22,0.043500000000001,2.31253542384725,3.62856782256916,13.6796129394625,10.0510451168938,7.97334364615658,10.0779029377591,6.63594655568677,0
"DOM","Dominican Republic",73.4509512195008,0,0,10298.6669921875,45.9000000000008,4.3361465746001,82.6999969481989,29.8999996185004,2,2,0.0995000000000018,5e-04,0,8,0,18.5,0.311800000000004,3.09557760852373,5.37207710074444,16.1576779333533,10.7856008326089,9.37547088752939,7.34342622914749,5.72358510195229,0
"ECU","Ecuador",76.4650731706995,0,0,12312.4052734375,40.3536842278996,2.62408579869998,85.5,10.1000003815001,3,3,0.0995000000000018,5e-04,0.832999999999996,0,0,18.6000000000001,0.141699999999999,2.51769647261103,4.14894639063039,16.5715809761092,12.4226345854787,9.26299518890305,11.8114955473285,6.56103066589646,0
"EGY","Egypt, Arab Rep.",71.1329268292994,360,0,614.063049316406,49.5599999999996,0.313431687899997,79.0999984741006,38.9000015259005,5,5,94.2265000000005,0.473500000000001,8.61099999999996,7.93299999999999,6,17.7999999999997,0.197900000000002,1.22377543162211,4.4119669303609,18.2229171055693,13.8109501752078,9.2811239200402,12.4421166273169,9.45985317831038,0
"SLV","El Salvador",72.3389268293008,0,0,12228.7314453125,23.1093000000001,0.648484005399993,82.1999969481989,12.1000003815002,3,2,0.0995000000000018,5e-04,0,2,0,20.7999999999996,0.355900000000003,3.71843825635551,5.72360623630904,15.6624609326826,9.9388546963734,8.92466730097922,3.91202300542818,9.17346889720025,0
"GNQ","Equatorial Guinea",53.1145609755991,0,0,4371.75732421875,16.3999999999997,1.06971459429999,94,12.5,7,7,4.07949999999993,0.0204999999999998,0.832999999999996,5.7330000000001,0,19.5,0.119500000000001,2.96010509591087,3.29539311535424,13.5371370263039,10.2417439109506,10.39467344245,4.20150699218618,5.29831736654798,0
"ERI","Eritrea",62.7546341463007,0,0,2038.37219238281,0.899999999999985,0.287119726199995,90.5999984741014,10.8000001907002,7,7,36.3175,0.182500000000003,9.16700000000008,4.26699999999993,7.33299999999987,20.2000000000004,0.425299999999994,1.96009478404723,4.13843013635957,15.6613059321826,11.5228757958231,7.05386359954719,8.06148686687152,12.6379264879761,0
"EST","Estonia",76.4243902438998,0,0,3007.7734375,80.0043000000004,13.7038998103999,78.9000015258994,18.2999992371003,1,1,0.0995000000000018,5e-04,0,2,2.66699999999995,11.2000000000001,0.498499999999992,1.60943791243409,3.43695595351798,14.0916237178661,10.6546677643468,10.13673061966,4.56434819146772,5.86363117559813,1
"ETH","Ethiopia",63.6173414634013,0,0,2733.47705078125,1.90000000000003,0.629177601499997,90.1999969481989,8,6,6,33.6310000000005,0.169000000000001,2.222,5.60000000000005,6,19.9,0.624900000000014,2.484906649788,4.54436608056545,18.3598766385295,13.8155105579644,7.1972349412227,12.9828047143668,11.2530919953382,0
"FJI","Fiji",69.9230000000007,0,0,15164.94921875,37.0999999999993,2.15360015989998,74.3000030518011,19.2000007628997,4,6,6.26850000000008,0.0315000000000005,1.66699999999997,0,8.66700000000012,17.1000000000002,0.568199999999998,1.38629436111986,3.87587103262013,13.6888866819922,9.81301564937185,8.92289966112449,2.7080502011022,7.01391547481041,0
"FIN","Finland",80.8317073171001,60,0,3077.13452148438,91.5144,4.2071823739999,77.5,19.6000003815,1,1,0.796000000000014,0.004,0,6.2669999999999,2.66699999999995,12.1000000000002,0.253099999999996,0.470003629245741,2.88467955758596,15.5091006303865,12.6244210728023,10.566712026636,9.45602788772522,2.07944154167986,1
"FRA","France",81.9682926828985,1200,0,3280.6923828125,81.9198000000019,10.2807120579,75.3000030518011,23.7000007628997,1,1,7.3125,0.1875,1.66699999999997,6.13299999999988,6,11.8999999999998,0.402899999999993,0,4.7910246134639,18.0042537634549,13.2132291499915,10.5245156022654,12.5575038651459,4.5849674786705,1
"GAB","Gabon",63.4409999999993,0,0,4634.50830078125,9.19999999999997,18.2574851145999,67.199996948199,35.2000007628998,5,6,9.65149999999995,0.0484999999999993,1.38899999999998,0,0,20.2999999999996,0.667400000000002,2.20827441352277,1.8699232353652,14.3293582107968,12.4594349754281,9.8334067581056,8.30176976311736,5.17614973257388,0
"GMB","Gambia, The",58.8313414634012,0,0,5777.05322265625,14,17.2615194211998,82.8000030518011,10.6999998092998,6,6,94.8234999999989,0.476499999999991,0,2.367,5,21,0.0969999999999987,2.32238772029022,5.20804069302169,14.4303096358631,9.2222689428416,7.38282604791332,9.16576132857816,8.14148104145733,0
"GEO","Georgia",74.0795121951002,0,0,933.668640136719,43.0999999999992,3.75649029819997,78.8000030518011,31,3,3,8.39999999999985,2.09999999999996,1.66699999999997,7.43299999999999,7.33299999999987,14,0.654300000000001,1.45861502269948,4.36086675865895,15.316739457176,11.1489381363082,8.84365713749803,7.08002649992251,8.82055174325315,0
"DEU","Germany",81.0439024390012,550,0,3093.48559570312,83.9614000000001,13.1553740155997,82.6999969481989,7.80000019070011,1,1,4.375,0.625,2.222,7.26699999999989,8,10.6000000000002,0.657100000000011,-0.223143551314215,5.44414430585764,18.2056525860721,12.7615082802148,10.6662467717117,12.6858687961484,5.16478597392352,1
"GHA","Ghana",61.0986341462995,0,0,4891.21240234375,12.2999999999998,7.63228601559987,72,8.69999980929987,2,1,16.0195000000002,0.0805000000000006,0,0,0,18.7000000000004,0.798700000000017,1.80828877117931,4.73484971377732,17.0699310398708,12.3350813260936,8.25946616341121,9.92905782864745,9.97011763483369,0
"GRC","Greece",80.6341463415008,0,0,1240.67712402344,59.866300000001,10.1564412244,77.5,58.4000015259006,2,2,4.11250000000008,0.587499999999989,2.5,7.93299999999999,8,9.79999999999999,0.153000000000001,0.530628251062177,4.44911496546098,16.2159071543883,11.7667921889274,10.0984398219305,10.8839917527239,4.52178857704896,1
"GTM","Guatemala",71.9928292683018,0,0,12258.068359375,19.7000000000004,0.414577867899994,90.0999984741013,4.80000019069999,4,3,0.0995000000000018,5e-04,0,0.666999999999997,0,22.0999999999998,0.375299999999997,3.68637632389576,4.97221873183329,16.5542970554921,11.5820783236583,8.86255871878279,5.17048399503808,8.79709507654912,0
"GIN","Guinea",56.0916585365995,0,0,5935.603515625,1.59999999999998,3.62776574879993,79.5,1.5,5,5,83.7789999999996,0.420999999999996,0,3.40000000000006,0.666999999999997,19.5,0.264900000000005,2.18605127673805,3.86700631262238,16.2789542678998,12.4119479552778,7.10075968114052,9.09110628405246,9.5883657643256,0
"GNB","Guinea-Bissau",54.2717073171005,0,0,5782.4609375,3.09999999999994,1.21288975840002,79.5999984741006,11.3000001907002,5,6,42.5860000000003,0.213999999999999,0,0,0,20.2000000000004,0.612799999999994,2.12823170584925,4.10440227713787,14.3486386230629,10.2442363459248,7.21663005623935,9.06473639811722,7.11963563801776,0
"GUY","Guyana",66.2079024389985,0,0,10014.9970703125,33,1.47546322090003,82.5,23.8999996185002,3,2,7.16399999999996,0.0360000000000006,0,0,0,21,0.787599999999998,2.83321334405624,1.40168584323723,13.5918831396052,12.1901972963716,8.75399507359095,2.484906649788,6.68461172766798,0
"HTI","Haiti",63.0588536584987,0,0,10509.861328125,10.6000000000002,0.353320399300003,71.8000030518011,17.3999996184998,5,4,0.0995000000000018,5e-04,0,0,1,21.5999999999998,0.470399999999995,2.32238772029022,5.92522753548845,16.1493482606164,10.2241207251276,7.4075598858683,2.63905732961529,10.5625607527623,0
"HND","Honduras",73.8030487804999,0,0,12045.0400390625,17.7999999999997,0.319424594899999,84.599998474101,7.69999980929989,4,4,0.0995000000000018,5e-04,0,0,0,21.2000000000004,0.235700000000003,4.50424426739813,4.28181762199895,15.9070891468001,11.6252715248017,8.39959612564416,3.66356164612956,8.1019807318533,0
"HKG","Hong Kong SAR, China",83.8317073171003,0,0,6851.46728515625,74.1999999999986,39.0336266052006,78.6999969481989,9.10000038149999,2.16070592089831,2.18798869153596,1.29999999999998,0,0,2.33300000000004,0,11.5,0.419100000000001,-0.916290731874144,8.83130852093628,15.7878539640878,6.9565454431515,10.8495091765684,7.59990195920838,3.21887582486817,0
"HUN","Hungary",75.2682926829002,0,0,2126.6328125,72.6439000000005,3.68075153429993,70.4000015259001,27,2,1,0.298499999999995,0.0015,0,2.83300000000005,2,11.7000000000001,0.524400000000011,0.262364264467492,4.69399229604155,16.107428862511,11.4134365664692,10.0304114340286,8.37262974022472,7.10660613772714,1
"IND","India",66.4562439024008,0,0,3158.91723632812,15.1000000000002,0.4508875967,82.5,10.5,3,2,12.7749999999998,1.82500000000003,4.72200000000005,6.19999999999989,10,18.1000000000001,0.326000000000001,1.25276296849537,6.04297359336329,20.948119601811,14.9051460084483,8.56483165638934,12.1656203743205,9.30946146284421,0
"IDN","Indonesia",70.8174390244003,0,0,7891.08544921875,15.8199999999998,0.0510677226999992,86.3000030518011,21.6000003814999,3,2,87.6594999999994,0.44049999999999,6.38900000000007,7.93299999999999,10,17.1000000000002,0.234000000000003,-0.510825623765985,4.92672942475465,19.3364338553344,14.40970443058,9.13285678974718,9.24154829910022,9.60143606611727,0
"IRN","Iran, Islamic Rep.",74.0687560975994,0,1,692.38525390625,31.4000000000006,2.85874140310001,76.6999969481989,29.7000007628996,6,6,7.47749999999997,92.2225000000022,10,8.33299999999986,10,18.7000000000004,0.115200000000001,1.41098697371027,3.86190595230485,18.1651065586323,14.3032006063278,9.62179068098684,13.6616621657771,11.225816561559,0
"IRL","Ireland",81.0439024390012,30,0,4001.89770507812,78.2477000000011,19.7061284101001,76.9000015258996,26.7000007628996,1,1,0.895499999999994,0.00450000000000008,0,1.83300000000003,1.66699999999997,11.8999999999998,0.155000000000001,0.182321556793956,4.20076954234617,15.3410358509332,11.1402663085871,10.7065476787029,9.35088461696857,2.19722457733628,1
"ISR","Israel",82.0560975609991,60,1,214.219329833984,70.8000000000013,38.5709376148005,75.8000030518011,10.6999998092998,2,1,17.6115000000003,0.0885000000000001,3.88900000000003,7.53300000000012,10,15.7000000000003,0.346900000000004,0.587786664902118,5.92006334485897,15.9023620778189,9.9822987329606,10.3393799883435,10.8773299542482,6.94985645500064,0
"ITA","Italy",82.2902439023994,80,0,2285.74731445312,58.4593000000007,7.52970224729985,74.0999984741002,39.7000007629002,1,2,2.535,0.0649999999999991,0,5.63299999999989,3.33300000000005,9.79999999999999,0.302699999999998,-0.105360515657825,5.32193554814696,17.9137466716019,12.5918111234545,10.4318650318381,11.4066534228873,4.18965474202648,1
"JAM","Jamaica",73.4689268293004,0,0,10920.18359375,37.7999999999999,1.11348791299998,74.3000030518011,35.5,3,2,0.0995000000000018,5e-04,0,0,0,21.7000000000004,0.615999999999994,3.67122451887518,5.5241291923379,14.814204532333,9.2900753399952,9.06038902823816,3.13549421592916,7.31521838975284,0
"JPN","Japan",83.3319512195009,0,0,8356.1025390625,86.25,1.69924182089999,84.599998474101,6.80000019070008,2,1,0.0995000000000018,5e-04,0,0,6,9.7,0.540599999999997,-1.20397280432596,5.85591397728082,18.6623604032187,12.8064464259375,10.4805028030023,9.14066869872674,5.05624580534825,0
"JOR","Jordan",73.9014146341005,1500,1,176.207427978516,44.1999999999996,49.1727257691012,69.5999984740998,33.7000007628997,5,6,98.305999999998,0.494000000000013,9.4440000000001,9.33299999999993,3.33300000000005,20.4000000000001,0.0658999999999993,0.693147180559932,4.28722319737104,15.6811398757585,11.393916678388,9.34178423744079,13.3790391855468,7.39756153552394,0
"KAZ","Kazakhstan",70.4499999999987,250,0,3023.92626953125,54,18.8676023480999,82.4000015258992,4.5,5,6,56.1180000000006,0.282000000000002,7.77800000000007,1.20000000000002,2.33300000000004,16.1000000000003,0.589800000000006,2.05412373369558,1.8421455384855,16.6507967521812,14.8086512136902,10.0199220802279,6.49526555593707,7.66669020007995,0
"KEN","Kenya",61.6839756097994,0,0,3871.73583984375,39,1.99893207380001,72.9000015258999,17.1000003815002,4,4,6.82499999999988,0.175000000000002,0,4.93299999999999,3,18.7000000000004,0.776500000000018,1.85629799036564,4.35582475907083,17.6077064876084,13.2518817285382,7.90297667328832,13.2831616273817,9.05823759376637,0
"PRK","Korea, Dem. Rep.",69.8069512195002,0,0,7086.92041015625,0,0.151511069999999,87,9.89999961849996,7,7,0.0995000000000018,5e-04,9.16700000000008,0,0,16.2999999999997,0.489100000000005,1.64865862558736,5.33153895396635,17.0301968188525,11.6986578648865,8.65483742320725,5.74858798318574,7.06133436691036,0
"KOR","Korea, Rep.",81.4597560976006,0,0,7250.94091796875,84.7699999999998,1.08239837769998,76.0999984741004,9.19999980929986,2,1,0.199000000000004,0.001,0,5.5,0.666999999999997,13.5,0.66039999999999,-0.105360515657825,6.24584930987202,17.7319173206723,11.4860680108001,10.3953782600468,7.98820359702244,6.21460809842212,0
"KSV","Kosovo",70.797560975601,125,0,1694.97265625,47.2670753790932,18.5750066446687,79.2764974601043,24.7969635286283,4,5,86.0399999999991,9.56000000000008,1.66699999999997,5.46699999999996,6,18.1000000000001,0.268545627497087,1.28093384546205,5.12121775373516,14.4165424496167,9.29532469588123,9.05934997490658,7.80899850512806,6.35042411309985,0
